all Averages:
winloss = 0.5
pts = 22.992248062015506
yards = 347.30232558139534
to = 1.563953488372093
home Averages:
winloss = 0.5968992248062015
pts = 24.751937984496124
yards = 354.468992248062
to = 1.4534883720930232
away Averages:
winloss = 0.40310077519379844
pts = 21.232558139534884
yards = 340.1356589147287
to = 1.6744186046511629
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 258
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
DAL,0.4778061817736085,26.244290903948155,308.7225589032218,0.8144347311786604,17,7,29,1,0.5046984178344934,25.611376565681557,434.5815152197467,1.9102712760064913,17,24,32,8,0.497411874211272,25.05210771263538,366.040474106053,1.5889564481103675,20,3,3,20,0.5043979448926272,23.072894780725864,357.4729632844635,1.7900669360736776,20,18,29,3
WAS,0.3391578627253492,23.486258275884197,397.43147875252464,1.8852484512268335,28,16,4,26,0.641931957456949,28.564742971697886,368.1264282927158,1.3699682385840877,28,30,25,23,0.4051507225666687,23.212714739893862,356.79891163763546,1.683044885615388,31,14,8,25,0.5980738759630342,25.256717027597155,366.98031775894447,1.2479320317498184,31,32,32,32
DET,0.5287203777878074,27.267624505440914,438.0514533233861,2.101645412108569,11,5,1,29,0.45303757945206724,27.848998237077446,373.4729136199173,1.1608372654278973,11,27,27,26,0.5228098345088497,22.245756513912216,340.6040536511646,1.457072771981681,15,22,22,7,0.4796830873233858,21.92620617611385,340.35192211899295,1.5118586214769854,15,7,8,20
HOU,0.15314277206408689,21.398102618322653,370.8361670910155,1.5792037833719028,32,22,8,13,0.8286993950464585,28.206100579671094,336.2143052831625,1.1976903035405617,32,29,13,25,0.5128967431682762,21.43695936147302,320.60302760289767,1.4195282948113124,18,31,32,4,0.4895755084331795,20.962907920604515,333.1383118468675,1.6691169829182082,18,1,2,9
NYJ,0.5168495809426126,19.488840122697198,316.539264676406,2.0747576849748803,13,29,25,28,0.46445495128754677,27.331180119320372,321.1610908512229,0.7593660669734481,13,26,7,31,0.5535005830268717,23.277177323282313,359.0466650413372,1.6406310229747874,5,12,5,23,0.44944576381507917,21.877800148777375,345.1161999693924,1.5274734085745778,5,6,15,18
NE,0.6530095879857725,29.82877185631841,390.38126086932914,1.3685724205776943,7,2,7,11,0.3287907841113264,22.355940214902688,369.2351894569755,1.714904008330166,7,14,26,10,0.5363007471448586,22.15260562152917,337.4530312210892,1.6871968816683858,11,25,25,26,0.4661497598301524,21.27950449219839,340.35072415049797,1.4989213913994457,11,5,7,23
NO,0.6671631520100629,28.61280492702687,417.76030700710345,1.6435783550871939,5,4,2,17,0.31479917197503726,21.589613061009956,322.75806910892163,1.358160335895142,5,10,9,24,0.5364178436789555,23.319979688559705,337.681464513571,1.4989749909375436,10,11,24,12,0.4659342510479454,22.445048989819234,351.0467486286378,1.5306473985810394,10,10,23,17
SF,0.554415553945599,24.429432433321107,302.82085925417977,1.2470164215712853,9,9,30,9,0.42724026709273666,17.20013291633945,328.0440348842461,2.2841207377556767,9,3,10,1,0.51412048999359,23.230996450741486,346.90317123321944,1.4884259580076753,17,13,16,11,0.48853810768007544,22.951670608795215,342.91910931531106,1.6843815043827783,17,15,12,6
SD,0.39254872115445416,20.724959241450968,366.5461278907968,0.875207278374888,23,24,9,2,0.5897006214837701,21.241609217572993,367.9683089568358,0.9716099165763379,23,8,24,30,0.5276795640933896,23.36721367128025,345.90829315545545,1.576928145400509,14,10,17,19,0.47432197234049633,23.445083198653414,352.3438974817435,1.70903686483094,14,21,26,5
BAL,0.34182755584131097,19.764350667786708,311.20544865768466,1.833787730893598,27,27,27,24,0.6409222279522964,20.861003853570285,320.4100154344406,1.1444381990906836,27,7,6,27,0.4448724855119195,22.15978889762426,356.01911708213663,1.6630890623371175,26,24,9,24,0.556692149406474,23.871612622204836,342.382885848425,1.4039526692046387,26,27,11,28
