all Averages:
winloss = 0.5
pts = 22.8046875
yards = 349.091796875
to = 1.578125
home Averages:
winloss = 0.572265625
pts = 23.94921875
yards = 350.578125
to = 1.546875
away Averages:
winloss = 0.427734375
pts = 21.66015625
yards = 347.60546875
to = 1.609375
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
DET,0.4116776259063977,24.11914699421505,390.0840608456534,1.8612089833393366,23,14,4,24,0.574485163010247,24.780344755435152,357.7214748324002,1.3158207385765737,23,25,20,22,0.4974155160755958,21.9717104074725,332.2345130934584,1.463300860006399,16,21,29,7,0.5047236825878189,22.72213451543916,352.46656170654353,1.5915771284266138,16,13,17,13
GB,0.8011024544890999,29.19374593144017,369.6091535841057,0.9469426048702916,3,3,10,3,0.18523016304502143,21.719667795804256,365.6884389748139,2.1492001504894422,3,10,23,4,0.4906327746840774,21.851958075653123,345.69980201051953,1.3752539099515095,19,25,22,4,0.5112892086897982,21.358901982899077,335.31474842510727,1.5499713395914165,19,2,2,16
BAL,0.8215187425580319,27.223142377565676,336.573247867792,1.0194825822345865,2,6,20,4,0.16490943920210865,21.323080215665335,366.17368952781595,2.065894047263069,2,8,24,6,0.48831040567121226,21.09018308186598,347.22785157384857,1.4728453077087207,21,30,19,8,0.5135160134766442,22.19158767593705,338.0987485678324,1.3657234447615438,21,8,3,32
SF,0.7543209067765251,24.92708230605485,347.4916424261173,0.3255732798110663,6,9,16,1,0.23196528590768728,12.531890821413867,290.6588036157866,1.6729353458700837,6,1,2,14,0.5011765205158041,22.90352561271458,332.05838873239327,1.58727232406713,14,14,30,17,0.5007918877079806,22.24471532213876,344.69139011697234,1.87657208264468,14,9,11,3
DAL,0.48258937525646145,22.834550135017377,347.6646469150727,1.6295967389264219,15,17,15,18,0.5039534805019319,22.629991386703196,343.3234274773954,1.138775448756494,15,16,13,28,0.4786131806338815,22.85030624326778,346.62552546446784,1.637408997438393,24,15,21,23,0.5231459511877845,22.405270475681007,354.55000711213484,1.6796076886859979,24,10,21,8
MIA,0.32776256596063574,15.724528629670829,282.2017048908788,2.0083127288211395,25,31,31,26,0.658558803497477,22.150103530644557,378.7848780423221,1.0920843979534967,25,12,28,29,0.45135430181505,21.929571317786994,329.8967077081951,1.507153568313126,28,22,31,10,0.5506263163068966,24.821380122818553,355.03539354856906,1.5098749639073272,28,32,22,19
OAK,0.3107885254498129,20.632238259075457,365.19719156981114,2.0468738414090435,26,22,11,27,0.6751125371236074,32.36677480382748,374.0987208827498,1.3575207431122083,26,32,25,21,0.5205786390347754,23.75831828253495,356.89784955945333,1.5871632575865287,12,6,10,16,0.4817748992998012,23.73722015065077,366.73043001511724,1.557369014596791,12,30,30,15
CHI,0.5436200665009658,21.387330363022784,271.97962158004066,2.2033456822207773,12,20,32,30,0.44250625710092806,19.35858486649976,313.0020541465709,2.6331783832307023,12,4,5,1,0.4957880815010175,21.880353825316913,348.4996652039926,1.3594310864779682,17,24,17,3,0.5063875824771479,22.776592979697014,359.43777316909797,1.4727583462932068,17,14,27,23
IND,0.5575839596010193,19.904099115265026,372.2505968353628,1.8232779983383502,11,23,9,21,0.42889114932917294,26.149205401943703,374.73346470876953,0.6713638135238761,11,28,26,32,0.45294888128847166,22.39309232708784,334.0383000967975,1.6204592568459448,27,19,28,21,0.5488306106893331,24.281933416962914,373.0861570717229,1.5328364603013966,27,31,32,18
CAR,0.3026363647593584,19.325862815108465,329.84510600739236,1.0749358099420272,28,24,24,5,0.683335418611142,21.841291025858613,347.37111926431953,1.5421554386096266,27,11,16,18,0.5319542724982176,24.796323072930214,353.8106641581275,1.6796126603545676,8,2,13,25,0.4703285450392789,23.631156801572665,354.10973336848724,1.912338078679165,8,27,19,1
NYJ,0.4330791353732961,20.91801449977327,313.71983314798854,1.7403840342522903,19,21,27,19,0.5532336125677846,24.022331499070603,326.07002909259825,1.8750325536481949,19,23,9,8,0.5270806552596776,21.66360441822833,344.3117006532982,1.616335599497702,9,27,24,20,0.4748611977072385,21.929325406012353,344.1400994830006,1.504302054694422,9,5,8,20
BUF,0.45852764529004814,24.194836267555928,347.8403105139064,1.8258108309464127,16,13,14,22,0.5278818491618755,26.774576299225338,365.49160559710407,1.659572164993563,16,29,22,15,0.5852881861393406,23.953289150976836,347.1643177309269,1.3021224274409922,2,5,20,2,0.41660430698879514,21.972703286365203,358.7862205621762,1.6637307933094623,2,6,26,10
STL,0.27257340704644384,17.605717983643302,330.73734627567535,1.1895300573741254,29,27,23,8,0.7138104396488549,23.73999270062161,329.3242067648464,0.7787963508814113,29,21,11,30,0.5630767580549793,24.394362084435357,354.7801540321028,1.4227760286894817,4,4,12,5,0.43884138282978136,20.813033233856814,347.24174515594575,1.8970697244375436,4,1,15,2
ARI,0.4260414305378192,16.79486724466301,292.33968670282366,1.2584015608395296,20,30,30,9,0.5602178123380768,20.494391271123984,331.2495216439813,2.131483316198388,20,5,12,5,0.6217372697283069,23.51026858875531,347.5132907983208,1.6316995657534896,1,8,18,22,0.38030547497585676,22.052875920889058,348.6762051041626,1.8675941657300061,1,7,16,4
KC,0.15540803704179684,13.498394460166477,324.39045261824555,2.7179198913540397,31,32,25,32,0.8307399930715468,24.42423563422639,324.6026477562158,1.177561863079247,31,24,8,26,0.5236324503127505,23.039122562095777,359.2039031006087,1.541377413248751,10,13,7,12,0.47847412048190296,22.81778029661597,346.5204399754653,1.3684625070435334,10,16,14,31
PIT,0.6072531521986204,19.302760403373878,344.5470362200471,1.4988028049673505,9,25,17,14,0.3790712276786552,18.27329258863496,255.07315568789284,0.713001276900664,9,3,1,31,0.4726528311245671,21.43205666001865,344.625692637102,1.7610323894605897,25,29,23,29,0.5292773899061542,23.70000067441713,353.25254265020664,1.6689500027244986,25,28,18,9
TEN,0.4378975610456582,22.327448403544864,316.48007700714214,1.4257803309279835,18,18,26,12,0.5481317629292961,27.284853803915276,376.420345863728,1.4019039687275892,18,30,27,20,0.4620826635645886,23.20481028218309,349.00206340521277,1.7897379886449158,26,11,16,30,0.5401426133684539,23.72963588931009,368.26156545161854,1.784422624957754,26,29,31,5
TB,0.5366990345978058,28.315938941245406,375.43875775660075,1.4855729047452353,13,5,8,13,0.449988032426168,26.079051257329574,387.20211827506864,1.8863492106340118,13,27,29,7,0.42780914202290665,21.81779894634927,349.97725687421405,1.4985976777357406,30,26,15,9,0.5738057785331788,23.04375336343196,346.09540198034443,1.4726260360928554,30,21,12,24
SD,0.36567236176953055,23.146194356444134,341.05175015388147,2.2699123132843626,24,16,18,31,0.6206550048258478,22.194928681984315,313.6353844959282,1.814781732022236,24,13,6,9,0.4867470426682077,23.2919684113652,365.63648877733885,1.6626500640041808,22,9,2,24,0.5152275783164734,23.412609297092125,346.32326321768585,1.6044250135491733,22,25,13,12
DEN,0.6500617460878637,29.132072992289032,393.2539482967154,2.0773504441129953,8,4,3,28,0.33647399199258304,21.418168012178594,303.6000642117983,1.742472961751635,8,9,4,12,0.39865688322359377,21.905502453575252,355.3494957711831,1.6020489943261262,31,23,11,19,0.6030619796039562,22.84708365578902,343.39001687477577,1.4283039568826492,31,17,7,29
JAC,0.15418487485679544,17.382899638659374,301.87541852946987,1.7566493284655478,32,28,29,20,0.8321434666451935,28.76339634562057,404.6490462138951,1.5807148896875893,32,31,30,16,0.536433072483608,23.204045579385514,357.27244701535096,1.7165754188577833,6,12,9,27,0.4655405735944623,23.574464357817114,356.05077024147033,1.4801325357652635,6,26,24,22
HOU,0.8364241896126663,26.493826126484876,382.77952278676,1.2757746749698549,1,7,5,10,0.14988984274126915,20.638043621719753,344.65460553779604,1.7608775789416669,1,6,15,10,0.499818865721287,21.01604957606078,317.24098457941443,1.5945720004980948,15,31,32,18,0.5021690895048369,22.864154612019803,354.27045876511306,1.7735406715632083,15,18,20,6
ATL,0.7662243083587368,25.64428079804975,378.3362086744159,1.8474160083596232,5,8,7,23,0.2200981198467309,20.7154242409536,327.7164555876867,1.561520667168732,5,7,10,17,0.4905391906903454,22.676663332116817,358.7948794315222,1.5688919615991062,20,16,8,13,0.511392982012184,23.070822707936067,361.8255239885792,1.4443914010682979,20,22,29,28
MIN,0.44737757472606543,23.34958535175874,335.13051446791513,1.6011193791794132,17,15,22,17,0.5390155884000439,25.393302142373614,362.3059657093618,1.1929695058616856,17,26,21,25,0.48143457985963034,22.504817087290363,341.57233622783815,1.5363002310299123,23,18,25,11,0.5204742445943197,23.308372283935444,355.7631879823781,1.6510684841248242,23,23,23,11
PHI,0.30288107747717496,18.60619328678007,335.80483260545543,2.1584862884856575,27,26,21,29,0.6836490353469418,24.020240119467402,321.80442645801395,1.2293098532890903,28,22,7,24,0.5664150285703953,24.8836266674251,370.06286538965094,1.154601889732004,3,1,1,1,0.435309459513485,21.518997793762978,359.7084881402855,1.5632515381223926,3,3,28,14
NE,0.7911747556670095,38.1144019409591,425.8441979506516,0.7753674238770264,4,1,1,2,0.1951396130464711,23.202961014774523,408.0760605038304,2.598767118744634,4,19,31,2,0.5220127176126337,21.663408545000927,338.87924798236406,1.710497344886985,11,28,26,26,0.4799275145818828,22.814550727092332,356.9285010364358,1.4627454221203324,11,15,25,26
CIN,0.41803427171132923,24.19877584767533,351.38093381055046,1.37286493287727,21,12,13,11,0.5683201501244107,22.685584294848873,343.9447523089682,1.2596189842648835,22,17,14,23,0.38782922416273835,21.002841803941255,336.4793000410899,2.0686272309761318,32,32,27,32,0.614118341581581,23.00849754193817,344.3586515426033,1.7259730055380968,32,20,9,7
CLE,0.19712146520115456,16.978165073592624,310.4365129955828,1.535472874166784,30,29,28,15,0.7890996632366503,22.501295865927027,350.00501977813815,1.15369973604297,30,15,18,27,0.492016162156445,22.19436136465555,351.0379429275457,1.8105028654901525,18,20,14,31,0.5100646969858095,23.396458723499443,344.4546655791697,1.393844223699792,18,24,10,30
SEA,0.5722373488723909,21.72456947394148,338.36962695539614,1.5766520451536896,10,19,19,16,0.4144037311888187,16.281297665234817,294.54319345554086,1.7325651799935353,10,2,3,13,0.5153669443639557,23.66337616039622,361.4362345044626,1.5706248187703122,13,7,6,14,0.4862939631548941,22.453036340121077,341.0779807024909,1.4918807338858575,13,12,6,21
WAS,0.41793197361754864,24.354247752045808,381.8134701279389,1.1069729736836484,22,11,6,7,0.5681021999907918,22.778139752858785,347.8811679238979,1.7588558230785456,21,18,17,11,0.5340364332689529,23.281086165200023,361.9863209354129,1.452375084506718,7,10,5,6,0.4681839940307038,21.665630431608726,334.66137984292493,1.466371771118481,7,4,1,25
NO,0.7369728267885653,30.147920935890564,409.8960773525597,1.104432628323591,7,2,2,6,0.24917257650310487,22.425532568643547,423.6104692715087,1.428662050382298,7,14,32,19,0.5613865542106826,24.561759578743278,365.0989568856273,1.5745009264396084,5,3,3,15,0.44077003007770643,22.442782523249903,338.4256914086322,1.53435513524653,5,11,4,17
NYG,0.4836098045100402,24.868473459954238,360.187151183168,1.921858396800846,14,10,12,25,0.5028031586062294,23.409338180397874,351.1343250443744,2.3846370833821773,14,20,19,3,0.44821068248802715,22.62091778885674,364.9269739724456,1.7301967102681657,29,17,4,28,0.5536309553037001,22.92272549346375,338.4558668271611,1.445703483339312,29,19,5,27
-----------------------------------------------------------------------------------------------------
ALL GAMES
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
DET,0.3494049045183375,23.586476651307045,384.9677791786728,2.0441518176094897,21,16,6,24,0.6505950954816623,24.134151208942143,358.5170412791025,1.24885411803268,21,20,22,22,0.5187804534130649,22.978154910474867,328.3644391312222,1.4084346165617165,14,17,29,10,0.48121954658693467,22.588179962087242,353.6330865623073,1.7435420983690169,14,16,19,8
GB,0.7854984561964617,26.97267448211373,342.03888057065524,1.0399265844103078,5,5,17,6,0.2145015438035381,22.07946287602414,366.9721916120908,2.4320246872667792,5,14,24,5,0.38227858114000823,20.44382771102928,338.46497879509553,1.409410364719371,29,30,26,11,0.6177214188599911,23.487007116827087,350.15924583643437,1.389262346686948,29,23,16,26
BAL,0.8570982184967921,26.22997178298355,321.604941209869,1.2119658409896155,3,9,23,8,0.14290178150320798,21.447606876385404,371.7795558777071,2.21398287302672,3,9,25,8,0.48528011753647127,20.021813428662007,339.60180284439247,1.639781994647933,17,32,25,22,0.514719882463528,22.813965841846073,321.72154249873086,1.012816131852633,17,17,4,32
SF,0.8155155261122715,26.946776675562855,369.739861514468,0.06984625846010145,4,7,10,1,0.1844844738877284,13.244639170647295,294.66212772364986,1.294899895331797,4,1,4,21,0.5248362878239463,21.505151829056615,324.88739763038194,1.7225616734388907,13,27,31,25,0.4751637121760532,20.82572224535255,329.59108284316676,1.9860579563995169,13,3,5,1
DAL,0.5819182513585683,25.417333727571155,350.49159839249296,1.4444568929883324,14,11,15,13,0.41808174864143144,24.735944787509794,358.0088855473859,1.1454728425676997,14,22,21,24,0.46120656881986183,20.0861552347383,334.0979080899201,1.6169138658613187,23,31,28,17,0.5387934311801377,21.370922423224307,345.6980048332798,1.5173180212562483,23,7,14,15
MIA,0.2906719525898335,13.621126436405966,252.37781593338656,2.5964598484789887,24,31,32,32,0.7093280474101662,22.411982040550377,355.9304403512682,0.5956247984891833,24,16,20,30,0.5263497838801604,22.39725916535122,342.21919796113644,1.6192374196563806,12,19,24,18,0.4736502161198391,24.809922236630193,358.7912182405355,1.2094430508896392,12,30,23,31
OAK,0.2845105102581347,19.908596365989723,354.2854164504173,2.31361769500503,25,24,14,26,0.7154894897418649,35.8550703900823,384.39973479894303,1.2139453608820412,25,32,27,23,0.5721524556167996,24.157706774283064,353.6633497173017,1.4887773144845138,8,5,12,14,0.4278475443832001,24.531594693032293,389.630155470635,1.5002790929235943,8,28,32,18
CHI,0.5464029507423411,21.40856091427229,260.74735380547094,2.3625742035318757,15,22,31,29,0.45359704925765865,20.738290509545898,319.59798872582303,2.6629323923010375,15,8,8,4,0.5854497059373964,22.23680071900817,345.21272405022046,1.099896277464952,7,21,22,1,0.4145502940626032,20.671013087546477,342.3736722855248,1.3723932290992114,7,2,12,27
IND,0.6552753189127053,21.58352886175847,378.0217267929889,1.842344132049029,10,21,9,22,0.3447246810872945,27.227495092000257,386.3647920399932,0.9642949838479853,10,29,28,27,0.5571898446490824,25.05946382711411,336.44282102892294,1.3467224019546131,10,2,27,6,0.442810155350917,23.698125378686548,386.06836879186756,1.889689775142351,10,25,31,3
