all Averages:
winloss = 0.5
pts = 22.412790697674417
yards = 348.34496124031006
to = 1.5968992248062015
home Averages:
winloss = 0.5542635658914729
pts = 23.51937984496124
yards = 348.0968992248062
to = 1.565891472868217
away Averages:
winloss = 0.44573643410852715
pts = 21.3062015503876
yards = 348.59302325581393
to = 1.627906976744186
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 258
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
ARI,0.45965759168724707,15.966251779193943,315.3711465478275,1.4161020729449887,18,29,27,13,0.5299057237503946,18.917487991614355,314.4047793148211,1.5382782154894175,18,6,5,18,0.576915384774437,22.9880152361103,343.3993385036615,1.642898767174584,5,12,22,18,0.42467686428696194,21.199373442004536,340.53678135556396,1.936560395856639,5,7,7,2
STL,0.28546030369796194,15.57601847098023,300.6264064826774,0.818839612423726,28,30,30,2,0.7043944932455417,21.46423096940471,331.2381995448036,1.1351830860675487,28,15,11,27,0.5858530077178408,25.940566366729904,358.5600798986475,1.318457686625178,3,1,10,4,0.4153870391051293,20.873292807308744,357.6816418214411,2.0941063344345947,3,2,26,1
TEN,0.3969365189978916,18.81063290909872,332.6354930291464,1.1877717220035036,21,26,22,6,0.5923687919596975,26.886811831494434,390.93442138891874,0.8771606656838209,21,30,30,30,0.43329888038418524,23.33300073615279,361.49663453890173,1.941522925821685,26,7,6,32,0.5684906524246994,24.630586280940406,359.04820449491183,1.6598382747656442,26,32,27,11
CIN,0.2309554294232385,21.52680208659212,343.27481782654877,2.1686785838992098,32,18,18,30,0.7585656034615169,26.614768035107417,362.0376267754683,1.1002385270893407,32,29,20,28,0.3515484196277946,20.117977940822446,331.74675166457075,1.8750641227414597,32,32,30,31,0.6501110397678314,22.75599571471764,343.50331818770167,1.4688101720795674,32,19,10,27
WAS,0.3566013690819144,24.20288991384522,380.4555227877666,1.6235341624466677,23,11,6,18,0.6326867978779624,26.22978607789037,379.71943979478993,1.8612995943496018,23,28,26,6,0.5476871607605182,23.522617232054735,359.56398755168857,1.3757436968118624,8,5,8,6,0.4541195160460788,22.211029844115018,336.2300812177055,1.3893679439122701,8,14,3,31
SF,0.8065942280039244,22.383878208022715,353.2699991883179,0.794523267625193,1,13,14,1,0.18311129532441073,12.008713506143778,281.57496005454504,1.5312865912634588,1,1,2,19,0.5459979761432834,22.207262873892077,341.40299202560595,1.7539763567032212,9,21,23,27,0.4553913442948554,22.11113245579238,344.12214268730054,1.7446102156313947,9,12,11,4
SD,0.3145340463721173,20.229877392725257,325.182264787386,2.1145068803870153,27,25,24,28,0.6752708218005825,21.280329370663914,328.9629337773405,1.5697450998382991,27,14,10,16,0.4479160394862158,22.641561884794974,359.48005427372664,1.6582910909962372,24,16,9,19,0.5534595846214657,24.165409050763895,361.3276865113655,1.6185222387186835,24,29,28,17
GB,0.7466755196697403,29.94433041191625,360.83507289577244,0.8868003177430617,4,2,11,3,0.2430791439740284,22.562804925607104,380.32201355639904,1.829934194853303,4,16,27,8,0.4932466427011573,21.692112351199285,337.19817226531154,1.2934363477141797,19,25,26,3,0.5080935374215478,20.964923276465424,347.0160447244264,1.5625925114292198,19,4,15,20
HOU,0.696928499270095,27.064165013428532,360.3955446043218,1.2349764811972594,6,5,12,8,0.2926951399393447,20.213395957051503,309.3497538698018,1.6385982724040047,6,8,4,14,0.4596563405757502,21.303528022791525,330.19035680129787,1.5929252116697787,22,27,31,14,0.5420217432074379,23.201532765027736,356.3553871948168,1.519083678669944,22,25,25,24
CLE,0.3153226923956648,16.792418404466353,316.1195665861131,1.4519871972110368,26,28,26,14,0.674377328831152,20.77353724125848,363.66853313435155,1.6375074001503847,26,11,21,15,0.5250192052814526,22.43019089150748,356.60567511209865,1.6835368524470207,12,19,11,22,0.47637561725820465,22.789413537947297,338.2102355602986,1.4214617310599316,12,20,6,30
