all Averages:
winloss = 0.5
pts = 22.72265625
yards = 349.3828125
to = 1.58984375
home Averages:
winloss = 0.580078125
pts = 23.9765625
yards = 349.25
to = 1.53515625
away Averages:
winloss = 0.419921875
pts = 21.46875
yards = 349.515625
to = 1.64453125
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
DEN,0.6566402037841593,28.570248758445715,389.7503646568531,1.9407387004045917,9,4,4,25,0.32808116729149533,20.207930175999245,301.3507594119254,1.4362552798880879,9,7,3,20,0.4462264466673581,21.99219005396391,360.989369040027,1.6254887909764193,28,22,8,19,0.5560370102901733,23.004437005642714,352.5925686842302,1.463762203465307,27,20,20,26
NYJ,0.35927065359738486,19.997906844870386,318.1585858795805,2.0008901755084008,25,24,26,27,0.625529042335681,24.6679808385871,330.88851245550103,1.700010288156876,25,23,12,9,0.5740489281475779,22.808782543534814,349.16308182311604,1.6057715388534433,6,13,17,16,0.4281362039525421,21.20634530370309,340.9956209187909,1.6000766987406823,6,5,6,15
STL,0.35084658523624457,18.522425599944114,334.7446066246483,0.9721232313813989,27,28,23,4,0.6343515535274276,22.619895575409686,330.26691169588753,1.0303344704329132,27,14,10,30,0.5948277134014155,25.544817349611005,367.31036164872785,1.2973170018525988,4,1,2,4,0.40701148542362714,20.19806932807875,348.42671800552466,1.9251488859485542,4,1,15,2
SEA,0.5845795163308456,21.84228390738268,339.4975284462578,1.558482996551768,11,21,18,15,0.40032677325575805,15.908298155093968,290.813102063888,1.7564176673691811,11,2,2,8,0.5205547656471287,23.70846406889187,363.42056053087373,1.5797802314892284,13,7,7,13,0.4813973791080314,22.281623363026263,339.6807861244289,1.5294074360548349,13,10,5,20
MIN,0.4332614698393768,23.022956015972092,333.82407683878415,1.6379171655705982,18,15,24,18,0.5522771540435543,25.245310526236775,360.44947832921497,1.1695460222589031,18,26,20,29,0.4720879741120401,22.604299814351265,343.4858232856551,1.5686107793626922,21,17,23,12,0.5293214434769674,23.505980694811623,357.33688640123063,1.6523684070915976,21,24,23,11
OAK,0.3718581745731398,22.092953773396033,367.8232491952845,1.980812758706349,22,19,9,26,0.6128216472401908,31.678043691355445,383.800950675409,1.5197824967419244,22,32,27,15,0.5104501733298071,23.233702230767783,348.19271543942494,1.6440833654597076,16,11,19,21,0.49190734244557666,23.80396432115429,361.05856787574396,1.6378436878186344,16,27,27,13
DET,0.4687357054887419,25.282592133655797,405.0958485610497,1.5752458433362517,15,8,3,17,0.5155057373796994,26.171757386331674,366.7606017858353,1.2505205149432141,15,27,22,27,0.4466772160136021,20.389732690571698,326.0485808620675,1.651171758252575,27,32,30,23,0.556118678706671,22.664226482638238,343.99727065972365,1.5193729564912726,28,15,9,22
CAR,0.3182825353349282,19.586743704673715,337.61511774586666,1.4001353083224437,28,25,21,12,0.6663070639949419,22.380732612055844,341.37786657466063,1.389728723042,28,12,13,23,0.5246460279840723,24.272760503545825,354.4854891154944,1.674721378276136,12,4,12,26,0.47780171027477214,22.908857390921742,343.5271695768596,1.7821576702305242,12,16,8,5
BAL,0.7236179354631684,27.229242681229863,337.4607517012953,1.0234917081207922,5,6,22,6,0.2611740218147379,22.77873789721053,374.85560941434335,1.7873957952758963,5,17,24,6,0.4500543639346978,21.362344224947226,347.2760888217065,1.6053372288529701,25,26,20,15,0.5521910163761103,23.00277282101537,350.19410391981484,1.5483359409471116,26,19,18,17
CIN,0.37142780788585306,23.909135553427646,346.4251574614739,1.7500512065607563,23,13,17,21,0.6134244143328651,24.989148776342667,352.4748974569053,1.4849270249936422,23,25,17,17,0.42652909554892743,21.801449816856877,334.25925866624425,1.8536049815800233,31,23,27,31,0.575656019821069,22.66342019418387,349.0728043740262,1.751378363941828,31,14,16,7
CLE,0.24487893355299084,16.948347463680225,314.86769703915286,1.563641995673553,30,29,29,16,0.7400129048000261,22.45414576793865,359.03693388552233,1.3863301070806069,30,13,18,24,0.5326236340367776,22.381878516663946,351.85116679922044,1.616921552483196,10,20,16,18,0.4694693556433914,22.94520427474719,345.17506943380533,1.4238676264459444,10,17,10,30
JAC,0.15078220410972282,14.073749892893685,275.7966969573545,1.7391977972604948,32,32,32,20,0.8340545981169241,26.298713525632294,359.87966449568455,1.2603142781315309,32,28,19,26,0.5127340697959859,22.665337887670965,356.10840050625757,1.8315667839946017,15,15,10,30,0.48946646556608175,23.992019865314518,359.34616864834356,1.4959987425129588,15,30,26,24
MIA,0.4266719608565136,18.56725361551581,311.940210612995,1.8373523386682955,20,27,30,22,0.55837592542389,22.86786151612735,396.70400617535614,1.4141641634596884,20,19,30,22,0.4857713391431894,21.02840602094711,327.2326619797449,1.397248090340823,18,29,29,6,0.5161656026095929,23.12300219253234,346.17855791990416,1.4624626746166465,18,22,12,27
