all Averages:
winloss = 0.5
pts = 22.548828125
yards = 347.806640625
to = 1.595703125
home Averages:
winloss = 0.580078125
pts = 24.01953125
yards = 353.08203125
to = 1.53515625
away Averages:
winloss = 0.419921875
pts = 21.078125
yards = 342.53125
to = 1.65625
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
STL,0.3117913083160435,17.07130810230726,309.7088537807996,1.1621257585779947,26,26,29,4,0.6724075778731685,25.26249215214533,377.7028871355912,1.2131214067980431,26,26,25,27,0.498462585407996,23.67265029028623,337.11807049412585,1.6340011394569514,17,7,26,20,0.5043233564359779,22.735418274342127,350.77865195143835,1.89810725831148,17,16,21,2
ARI,0.29724570246600857,16.08401452347299,304.3615776735978,2.361804095256245,27,29,30,30,0.6879296925924956,23.489369985270514,325.89355164795325,1.605209244191307,27,20,8,17,0.3926043362608882,21.72377149694672,356.6175896377839,1.7491179525341538,31,23,5,27,0.6094215377575743,23.37074842166099,332.37120555753074,1.4679076729944855,31,26,2,23
IND,0.6879675962938037,24.58379658856214,351.9371055427612,1.072288182497864,5,13,13,2,0.2969176393751276,20.207553690642385,365.96168176067647,1.9032844406834644,5,9,22,10,0.454974618442497,19.630490521567886,328.73645216966025,1.3952421510220145,24,32,32,5,0.5469985802303357,22.941447319215232,355.66454213902784,1.4636351520004869,24,19,25,24
GB,0.6486646248020986,31.885481162033,409.4029027371399,1.561825789103365,6,2,3,16,0.33666889105562525,22.39618450195738,352.6471719743678,1.9574537257491897,6,17,17,8,0.5619334587364707,23.424544757084597,347.84429751869317,1.2933142485462932,6,8,16,2,0.4400235905995481,21.965086014805646,348.42116773128225,1.5813384132889001,6,6,18,16
SF,0.6346910463283452,21.74934637430745,332.4277544851242,1.4675981461859102,7,18,22,13,0.35076993387382815,20.004306047802128,309.5798822625829,1.5091505962937755,7,8,3,23,0.5652504367942415,24.45250922432134,341.95702317775266,1.482242756002212,5,2,21,12,0.43632592059229963,22.73909423484317,356.0453619423986,1.750422252276624,5,17,26,7
BUF,0.44625718687370236,20.218567411663415,356.77045529829286,2.1134592263039385,21,23,12,28,0.5383097184629134,23.10874536511193,358.1174767611309,1.9774993235798175,21,19,18,7,0.566651056536479,23.216810819679072,359.2289412795192,1.4971390788728636,4,11,3,13,0.4358193757156196,21.991842789581412,338.4344317469523,1.4247578066177042,4,7,6,28
NO,0.7196917365960558,27.41118333443272,415.30904601153907,1.4786214307099534,4,6,2,15,0.26473575538141725,21.655473134963835,358.41128417719,2.0169928365679035,4,13,19,5,0.4936417957939252,23.024982045700312,349.967924588493,1.6697575166717749,19,13,12,21,0.5089680498173164,23.044587267988774,360.388688573398,1.5992969107174375,19,20,29,14
SD,0.4314753801834047,22.887505467699235,341.9874644300378,1.2782306696593349,22,17,17,9,0.5533916220247679,25.227949738657355,385.7648270422619,1.0131519032157243,22,25,29,30,0.44213507804543517,20.90750094975276,334.3728741618909,1.6193155202747511,25,27,28,18,0.5599827477795781,23.586726446612445,340.16394741977734,1.521835177067072,25,30,7,19
JAC,0.15928595351699598,14.92108261160916,295.25684518771845,1.738617900293979,32,32,32,20,0.8254196576828374,30.17140367782056,381.807962085605,1.5595220393286886,32,32,27,20,0.6004784320448288,22.767555343423304,338.0921927466271,1.3310471887545399,1,16,25,4,0.40180078478852377,19.907055991601556,334.13338621723847,1.911248121197492,1,1,5,1
CHI,0.5391652858544381,25.47333587826533,337.698449271451,1.8516418711056821,11,7,19,22,0.4457748917179105,24.435162615121016,350.42364234332,2.473043184162518,11,22,15,2,0.43872571796303406,22.578756292881177,352.48980201951815,1.9989801246372825,27,17,8,32,0.5633189324978032,23.340013160188498,347.41708730508026,1.6378464439980864,27,25,17,11
