all Averages:
winloss = 0.5
pts = 22.66015625
yards = 347.576171875
to = 1.572265625
home Averages:
winloss = 0.572265625
pts = 23.7734375
yards = 348.81640625
to = 1.53125
away Averages:
winloss = 0.427734375
pts = 21.546875
yards = 346.3359375
to = 1.61328125
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
GB,0.652440203744074,29.949524487280293,377.1223650808332,1.229232163789887,6,4,8,8,0.33404082949864466,21.51535560677898,354.48469240352335,1.4878862142154936,6,11,22,19,0.5140414922951337,22.877000746887433,342.946666314814,1.3664257435755962,11,13,20,2,0.4877794620422068,22.908178437025814,348.05560735603575,1.4981235333212914,11,18,12,20
CHI,0.5752778481321283,21.641637360790035,315.25346774160914,1.2253863302683639,11,19,24,7,0.4112242540849157,19.638962134297145,317.92463571359923,2.3299550368026223,11,9,4,1,0.46531960764547897,22.54508590979076,354.8020542455488,1.7915464453334233,27,15,7,32,0.536432891045474,23.02533283912894,348.7971183372456,1.524249648756213,27,20,15,17
SF,0.7516930329806755,26.240397206230355,372.42237060824766,0.5915887537116521,3,9,9,2,0.23444137812500002,19.398211695567575,332.162094630527,1.8239601157433247,3,6,11,9,0.5705963284940572,25.69832546407438,341.6165382838787,1.4696144593614457,4,3,21,9,0.4315712479803268,21.99782978965103,348.252067514366,1.9242787106061412,4,10,13,2
DET,0.319884849642446,23.804361214805787,400.88819604060654,2.3344086424704753,26,12,4,29,0.6663170050981546,28.482908402847894,338.96623790722555,1.3342167730811139,26,31,13,23,0.5541939739874006,22.163259081318188,338.9811153352547,1.660937731362992,5,19,24,27,0.4478587721799958,21.82860293933225,346.68846320594116,1.6336188426240337,5,8,11,9
PHI,0.37501259875527004,20.342317230758933,348.68153439768116,1.876085506356071,23,24,13,25,0.6109938785341344,25.649267124795372,324.2122197158154,1.3206108551286886,23,26,6,26,0.600955286484754,26.67191920066856,372.35995170691456,1.2684745495345693,1,1,1,1,0.40129283713383845,22.43939021366474,354.57312950149327,1.8200255490674777,1,12,24,4
BAL,0.45455176983945056,26.307069520094586,398.35423563412456,1.3046353377637572,20,8,5,10,0.531550820095979,25.713130245325765,341.0999238782607,1.1932815102227208,20,27,15,28,0.5203169916645487,22.973374585325157,350.6272034380123,1.5669687628823632,10,12,11,17,0.48188240598008086,21.301775579887988,321.9346137754661,1.4465562229515094,10,4,1,26
SEA,0.8377665580425022,30.17192317505027,391.31125679893535,0.5032115807779525,1,3,6,1,0.1483348293861868,15.417346703500641,329.02972959956935,2.0703537083877226,1,1,9,3,0.5038596397662612,20.911760776246346,324.683474922937,1.616840191025809,14,27,31,24,0.4982935737130467,20.32027060275697,335.7444901504592,1.914442565499382,14,1,7,3
DAL,0.5314059842673313,25.515136965159428,348.428441863996,1.4648416744551995,14,10,14,17,0.4555976202761084,27.151120539941378,398.27248979754324,1.669558123568613,14,30,32,12,0.4886245463775648,22.017266604014033,350.5740197577543,1.5398304164347205,16,20,12,14,0.512673836659055,23.225744075653946,353.43324993224246,1.5193928640855436,16,23,22,18
MIA,0.5343472859099875,17.459780805845643,294.58496077006066,1.0388810137784508,13,27,31,3,0.45194548081744085,15.645233767926328,341.47229052435364,1.4905319007670803,13,2,16,18,0.4794081970248998,24.13428320222213,353.18057550666606,1.490591651664949,23,5,8,11,0.5225536371556688,23.444963752207677,352.60185349947557,1.742237830050505,22,25,19,5
OAK,0.20962798719543424,16.704067314453518,335.58870360173887,1.7166831179047486,31,28,18,22,0.7772023826162564,24.049937401874097,325.8479245516826,1.0762619962345366,31,19,8,30,0.4641804608535881,21.0004684069901,335.0620043551832,1.4545041926184834,28,26,26,5,0.5372911569147805,23.135954116507307,354.50004565383335,1.4702257449514997,28,22,23,23
