all Averages:
winloss = 0.5
pts = 22.255859375
yards = 346.3046875
to = 1.58203125
home Averages:
winloss = 0.5625
pts = 23.90234375
yards = 352.375
to = 1.48046875
away Averages:
winloss = 0.4375
pts = 20.609375
yards = 340.234375
to = 1.68359375
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
CAR,0.32595853915547657,23.111266909093455,352.7068341091747,1.3290627993689124,25,13,15,10,0.6620504504597031,24.971828362531674,368.4601737302901,1.25094677524456,25,26,25,23,0.4387126358214814,21.522191957238437,344.8376735439131,1.8548837854576372,26,21,16,30,0.5631201915648498,23.442837526568074,354.86673540207926,1.6025634907682251,27,27,27,14
GB,0.6913212826412007,30.912847726817077,390.30458428520524,0.7427123746476868,5,3,5,2,0.29653235596351857,25.999189387136802,422.9724173694689,2.0433658824232723,5,29,32,5,0.5229299321406932,21.444574252874943,344.4569996069125,1.4290635093129938,13,24,17,4,0.47905824625609816,21.9733764415154,341.5701573554738,1.6735158031511037,13,14,10,11
NE,0.7981838415839878,31.93082430370158,406.6288746710859,1.011817797956391,2,2,2,4,0.18997831314866864,22.244378146588375,390.82830300120463,2.1112999448076613,2,13,31,3,0.4112596097130733,20.008142305352614,337.47014518380894,1.8502502887072252,30,31,25,29,0.5904200525557811,24.29444681638747,351.789482661267,1.2677956011029667,30,31,25,32
SD,0.5935246142494353,24.929371603286565,367.58684925412024,1.099486920014832,11,9,8,7,0.3949164908793446,20.421649964417895,339.76408422499776,1.4042549174731276,11,9,13,21,0.45475865039631624,22.074830274612847,361.26302981284664,1.564058576002972,23,14,2,14,0.5466830445441441,23.87858990411047,349.27503545321855,1.5057346552785038,23,30,19,19
MIA,0.41167651328243415,20.0046537304407,305.0992990191921,1.7386997698465279,22,24,28,19,0.5766486519015659,21.247772062639456,333.00479006199276,1.0363025622067288,22,12,10,30,0.4644920309193372,21.587702202675864,345.5800872555618,1.9365268581038555,20,20,13,32,0.5370656039659033,22.30935595072542,339.88520331463064,1.8817144106971417,20,15,9,2
HOU,0.5244470199918496,23.387059207721393,359.70605956433235,1.3292530735389114,14,12,12,11,0.46365821984401334,17.930417530075964,307.9822605718494,1.8817538479794542,14,3,3,11,0.4483076273968344,21.45796817469256,332.53598691304865,1.5782731250626227,25,23,28,18,0.5534289497688134,21.4936191092793,338.0326752255339,1.5120952292210625,25,8,8,18
PIT,0.5969996588796327,20.956792660354637,360.6058916801951,1.7752659434770954,10,21,11,20,0.39093432521338534,17.491382091055456,299.76285510881974,1.2263214997494662,10,2,1,24,0.42502227776624674,18.413080546381238,325.0072251940989,1.4552934413278158,29,32,31,6,0.576885555142246,21.126963524584816,342.16613371503263,1.373416789840817,29,6,11,29
SEA,0.4684903651222301,23.04266121828813,317.4546425387391,1.4232080205680748,17,14,26,13,0.5197909095587896,20.268270136181357,341.18718751765834,2.058893394431247,17,8,14,4,0.5744646854239709,20.23220455295386,323.10696940347,1.4928918030175637,4,30,32,10,0.42709585689652035,20.666233296743194,335.80119508428584,1.4585310687234774,4,4,5,24
ATL,0.6399815835805391,28.791233375926993,384.7701523025297,1.0929648263048517,8,4,7,6,0.34805090282143397,24.28704787805649,329.74201095624136,2.1578271194915692,8,21,9,2,0.4010363834197228,20.47947998586406,348.2364356379471,1.725661540857177,31,29,11,24,0.6007729471798148,23.623442014159444,351.6553393702974,1.446942522838461,31,28,24,25
PHI,0.6598817441262975,25.851213425281934,393.50756375836625,2.4522269767546216,6,6,4,30,0.3284008640902318,18.663498088235663,318.2363691606441,2.0409248094608534,6,5,6,6,0.4731468403337637,21.366037026854436,330.98613643882334,1.4569697808307494,18,25,29,7,0.5284123684512179,21.20708266273382,344.1350031017074,1.7699905758100622,18,7,14,7
SF,0.9196576377998431,24.314950081700147,329.0995740059471,0.24460657843732017,1,10,19,1,0.06844281286266293,13.639414658697868,307.3446506102066,2.3656772552767404,1,1,2,1,0.5632337200890621,22.7453143346726,345.275605254644,1.510564517300979,6,9,14,11,0.43854862931767213,22.36440417208926,351.2219556200911,1.7353218733356703,6,16,23,8
DAL,0.4523245103293674,21.414256365888292,357.9758574845058,1.0287738743316595,19,19,14,5,0.5356252856088117,22.26123898389865,343.09809396245663,1.0905839101014259,19,14,17,28,0.45852179965941864,21.471255149241443,353.9167742030928,1.7129673190165913,22,22,6,23,0.543370221403913,22.60736490554395,349.3335894017083,1.5682815887026054,22,18,20,15
