all Averages:
winloss = 0.5
pts = 23.27734375
yards = 347.81640625
to = 1.533203125
home Averages:
winloss = 0.607421875
pts = 25.109375
yards = 358.47265625
to = 1.44921875
away Averages:
winloss = 0.392578125
pts = 21.4453125
yards = 337.16015625
to = 1.6171875
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
PHI,0.693085636087926,27.27776991833809,407.27596709869806,1.1218908110928112,7,6,4,11,0.2862690074378064,22.043903758395498,371.2902769812364,1.8721907007919008,7,12,25,7,0.45188961632218017,22.210527698892527,353.1674306066385,1.7139685390866282,26,21,8,30,0.551366802771095,23.23620808877749,346.64928980946365,1.4248460730100563,26,18,20,25
CIN,0.7142010836946177,27.658276075220833,364.03040524497874,2.0391710241849292,6,4,11,28,0.26594808481660914,19.974288963928373,326.254672431446,2.1112406764974825,6,6,7,2,0.4745648132941577,21.821348185631543,341.3532202918834,1.3778759110731418,22,30,23,6,0.5278970808136229,23.06245464240901,346.52179792665515,1.2258615493431588,22,13,19,32
ATL,0.2688337641602252,22.927372060440266,340.56865407623786,1.6558572414488908,29,21,17,18,0.7106745846779003,27.283686145305325,374.09428183302214,1.0816176186435686,29,26,26,28,0.5210171615559243,22.103035964104535,351.7584293292415,1.4590945426207957,13,22,9,12,0.48201511257729734,21.655141014418994,343.56086005067914,1.4496664350275381,13,1,10,23
NYG,0.3442597854952453,19.127873821535793,307.3981521383456,2.0408680285551095,26,30,30,29,0.6355855004692974,24.29114963510075,335.04050974749657,1.6147949883335462,26,15,10,12,0.39420898340668165,22.099792861970634,347.4523324300093,1.4832625866919675,31,23,17,13,0.6085567932477833,24.3029237312345,361.36903311476965,1.464331436581686,31,27,29,20
BUF,0.23297604297074315,19.399119634830672,322.72435603694623,2.108260835436427,30,28,25,30,0.7472456002435092,26.468715082890583,341.2183145942631,1.5302382204015625,30,22,12,14,0.4851469708936205,22.59907937580548,336.1943391848661,1.6135218536393094,19,20,28,23,0.5172424485111345,24.05122788463671,344.93646207726107,1.5579688114114343,19,25,13,12
SEA,0.7646402846660216,28.38845475984366,354.48212248447487,0.9806358526833554,4,3,13,5,0.21510242494053217,16.848237917311586,301.66727060346693,1.8988631650360412,4,3,3,6,0.4905162704265067,22.089937983849225,331.42201459553314,1.4103913138493036,17,25,31,9,0.5122816429382866,22.921507664942332,350.3150341115105,1.482931853184618,17,11,24,19
DAL,0.5454445546231281,27.44264878012808,331.1555364038293,0.7524109794536513,11,5,23,1,0.43435843846970446,27.848893180677948,419.4861289357884,1.6181045758903285,11,30,32,11,0.4866691641459674,23.959363630206454,349.5585378412778,1.5047233751467095,18,12,14,15,0.5160684657325473,23.294346596361024,345.7682749823915,1.6813027168348118,18,20,16,7
PIT,0.4897884836289093,25.868420904475453,367.02965864463715,1.0575585745381766,15,9,10,7,0.4893254667691081,25.393357365775433,365.5599143040066,1.4619921324348253,15,18,23,18,0.5837410428023473,22.0503887319217,335.20906699840134,1.5451514427880046,6,27,30,17,0.41968562977098267,21.77901676557778,331.5235822582362,1.5597187369462255,6,3,1,10
MIA,0.6107797517038094,23.31175365396802,343.4452361172222,1.4683369293327746,10,18,16,16,0.369121434989401,20.799655491449087,344.5428706941125,1.7502834370872922,10,8,13,9,0.5627006961054041,22.66690950061607,345.6915033580814,1.3777980160762027,9,19,18,5,0.4399387401727327,21.97404474403873,341.1361656365365,1.405381970658592,9,5,6,26
JAC,0.38893513904805826,17.84510412927762,310.1893647642893,1.4624498170683076,23,32,28,15,0.5910509020982483,27.054972142015068,374.7969231537758,1.4905784088357517,23,25,27,16,0.39216438863942915,22.055833516918582,351.21512559495227,1.6651047338511011,32,26,10,27,0.6104606328332718,24.57881999080334,338.6099378722731,1.3458725811012366,32,28,4,30
HOU,0.008389503764432649,19.36861282827773,346.2124063993841,1.6155411098262924,32,29,15,17,0.9713834360235585,28.52388967912491,349.3518327054262,0.8305346791869928,32,31,14,32,0.43853623405456377,20.974616292190046,326.29478057183985,1.5105188334667146,29,31,32,16,0.5643018887764526,23.364144693519627,347.5968052727092,1.4883955577837447,29,22,22,18
IND,0.6111144217986257,23.10237262994199,338.04561465763715,0.9068722519972702,9,19,19,3,0.36824144469471676,25.62015523098475,389.86980516245086,1.445933225026238,9,19,31,19,0.587608391316772,25.292608017301625,342.36235320872584,1.563304544402063,4,3,21,19,0.41564680480889316,23.13353197538293,340.5788917239509,1.7840430990689868,4,17,5,3
CHI,0.45200013094972447,25.838679485618016,382.9492618670297,1.2367595033855805,18,10,6,13,0.5272885243500955,26.866868550679087,384.81936642078233,1.5230631118474647,18,24,28,15,0.4564640039859631,23.079295007004195,341.4591186415681,1.3282685339349931,25,16,22,3,0.5467879636855644,24.826995238410266,367.60455317440795,1.3113842123709665,25,29,32,31
GB,0.43337806360861486,19.895425719434662,360.9982385435785,1.8058341227302388,22,25,12,24,0.5458023425642671,24.03292487844184,350.25349800482184,1.2259226516795714,22,14,15,24,0.4844156494170685,25.639919401109942,372.5918756107361,1.8618830266406943,20,2,1,32,0.518944567381397,25.426405047962653,347.05137506775395,1.43610310677431,21,32,21,24
CLE,0.30309442540358156,21.71267162577714,371.15988980349744,1.817678227420184,27,22,8,26,0.6758210796993154,26.161639508187406,318.865176710599,1.1436159114138205,27,21,5,27,0.6122142809599241,24.499246258260293,362.7514184337156,1.6052136811889737,1,6,3,22,0.39141083690852607,22.425759338650707,344.99371098137743,1.7016298077380339,1,8,14,5
WAS,0.13383739864305907,19.5803336032681,347.29176635153163,1.7051125951042436,31,27,14,20,0.8456287439264667,31.00221391714211,362.1847381756523,1.2323532391376424,31,32,21,23,0.4457020822334783,22.990524742898614,338.3310215131599,1.5772498305787663,27,17,25,21,0.557372398168343,23.120926678059902,356.9613711447082,1.4520202194327911,27,16,27,22
ARI,0.509644162001688,24.561712573063858,334.3185114214477,1.8160742049895404,13,15,20,25,0.46944580680885833,21.329132632173454,307.1350878681608,1.7473842692976762,13,9,4,10,0.4096089239556698,20.84412721101517,339.5025329129199,1.4086716210801327,30,32,24,8,0.5939121698527912,23.418984854045785,363.62369105948505,1.5132746784684348,30,23,30,17
DET,0.4367807910504641,26.311218683316874,411.30339901770185,2.746805177706791,20,7,3,32,0.543193791078276,26.10548724143443,330.35827768455783,1.2385416928751942,20,20,9,22,0.4838188568542491,22.04673942448878,349.8901432606585,1.4927792316526647,21,28,13,14,0.518747183988358,23.24844323832982,345.06353062161753,1.531769287968976,20,19,15,15
NO,0.7644873818655982,26.28611625282221,378.88232282057766,1.053835184669425,5,8,7,6,0.2152875185203672,19.680807115490325,330.06522288073063,1.1643488317703068,5,4,8,26,0.5983163918209673,24.227863868846526,335.8340884754598,1.2865874777299269,2,8,29,2,0.40451977041207465,21.739229242804306,343.8432019504396,1.5170604043812812,2,2,11,16
TB,0.46489766010115874,20.752855849256683,296.9157102636618,1.1589230329354112,16,23,32,12,0.5141728205590183,21.53342760200079,338.6388685460497,2.4554199840646405,16,11,11,1,0.5004508476278088,23.80782339140145,351.0363523362587,1.6457949062154302,14,14,11,26,0.5030192946833614,22.997827517814557,341.795056208868,1.6259765311998553,14,12,7,8
