all Averages:
winloss = 0.5
pts = 22.529296875
yards = 348.1796875
to = 1.583984375
home Averages:
winloss = 0.576171875
pts = 23.8046875
yards = 352.61328125
to = 1.56640625
away Averages:
winloss = 0.423828125
pts = 21.25390625
yards = 343.74609375
to = 1.6015625
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
BAL,0.5659440701105464,24.431254208708673,362.26131776331465,1.1743270054285446,12,12,9,7,0.41956475609923793,22.068618227203295,320.27638046768936,1.1317436392934996,12,15,6,27,0.535522411063998,22.7104189546504,354.87358831054695,1.509614457191123,8,15,9,12,0.46658847719680907,21.636194497404837,323.72809290091084,1.4343942429504626,8,7,1,24
CLE,0.39684629728367166,18.424591783332158,325.6486819073969,2.2198062549150395,22,24,24,28,0.5887346221154701,22.870109685050164,326.1834326776049,1.691563081986446,22,18,9,13,0.5164295838727375,22.238168958897546,348.1092138271447,1.5466607433438335,13,21,15,18,0.48565915931250775,22.272018255429607,340.9985038508169,1.3474893165642996,13,11,8,31
STL,0.3815233963778682,17.908394404991913,325.4385685790213,1.0692831074074265,24,25,25,3,0.6037208985848046,23.543011552290608,373.7176082064493,1.0589723248300071,24,20,26,30,0.4846451341084079,23.963753297455515,339.290970735026,1.6303844072010891,20,3,24,23,0.5177302853995106,23.21583935385701,358.5679123563678,1.9213723106213425,20,23,29,2
SEA,0.7814801590808607,30.23079838305008,402.94187535900943,0.8936754885677078,3,3,4,1,0.2032416744470349,15.938826553227281,319.0638256239999,2.458881369921432,3,1,5,2,0.4486353514867104,20.258849151751267,324.2452638480795,1.560601289066573,26,31,32,20,0.5542625294559855,21.75159925776134,332.5693352201347,1.7653748418548274,26,8,2,6
ARI,0.2526860666661526,16.570346983709605,297.9483538806336,2.24830819304087,31,29,31,29,0.7327493935399504,25.06730541955305,344.5544237143081,1.6186766697781712,31,24,14,16,0.4865561254344307,23.028628948427226,361.1122557083105,1.5518806715313187,19,13,2,19,0.5156780769438531,22.732320030883223,334.0400805887205,1.4985480796401984,19,17,3,18
MIA,0.6881503562239704,20.018621744758857,296.29514759595247,1.168525686299211,5,23,32,6,0.2975585590329477,17.33105887404064,365.08945889331835,1.6591618321066757,5,2,24,14,0.4999293857859198,23.58291312662993,347.9639725765271,1.3607423402173033,14,7,16,7,0.502031361541549,22.81487740131726,362.35517453753175,1.7176383441795184,14,18,30,9
PHI,0.32371590781781334,21.06219203592763,385.48281731284715,1.9768332525775394,27,19,8,24,0.6617857734242264,26.869382132951316,379.43995694349934,1.380516440809243,27,30,27,25,0.5733634468508546,25.156873536654533,350.2851666417345,1.2064578712043037,3,2,14,1,0.42880453449149253,22.33758505670816,350.343843326913,1.7727240062962741,3,12,21,4
NYG,0.36450803650687325,24.400635951775612,333.5349950012676,2.432730266275305,25,13,19,30,0.6212032071960728,27.030607624864388,380.97734510344395,1.6439801745665883,25,31,28,15,0.5324542231409086,23.58297388573458,356.46581397022055,1.532378416913646,10,6,5,15,0.46950419574053215,21.426982994226485,342.7660548161524,1.48096596930562,10,4,12,20
JAC,0.1307498116286449,15.155110721501355,303.16674103569324,1.633407265799411,32,31,29,20,0.8547136637792627,28.717392243363857,368.24172384540407,1.5717611552894106,32,32,25,18,0.5563127786999905,22.43930973757714,337.21344292808305,1.34295830689059,6,20,26,5,0.4458434603626934,20.73891294913757,338.1476279788875,1.885095847915521,6,1,6,3
CIN,0.6146067690351238,23.47336837260964,318.86686067661446,2.089230073474981,9,15,27,27,0.3709462381189356,19.143670927220644,325.38041490222713,2.1234222862442005,9,7,8,4,0.4237497959094279,21.73711339723892,335.17723919345974,1.768268887575674,30,25,29,29,0.5783668595208997,23.004019951169944,349.35709352638617,1.517191326895924,30,21,18,17
ATL,0.5273481206240076,25.575948194528447,348.0933550123789,0.9731583725356192,14,9,13,2,0.4580587808578229,20.124357391157645,360.37720606362865,1.8863688681753346,14,9,20,7,0.49847974866175015,23.320897739598536,360.57226479669316,1.299042462734939,15,11,3,4,0.5037330643270107,21.254286940829928,363.81296065640333,1.7266790755294763,16,3,31,7
CAR,0.4663175537942464,24.845981879741146,344.2786619312003,1.257103644138948,16,10,17,11,0.5195151253059611,17.650168442351323,318.63555940563094,1.5706087681523813,16,3,4,19,0.43218661157583305,22.681097392694404,346.9618354168719,1.721338422591921,28,18,18,27,0.5696004237945509,23.3142494208931,365.00256792948596,1.5975679100162992,28,26,32,13
NYJ,0.41309826057220067,14.83981171615548,329.4805632798757,2.6184776888298638,20,32,23,32,0.5727234547466044,19.035068542751443,282.21170323659396,0.6627286544889446,20,6,1,32,0.48279307094931667,23.335031707613936,355.32986499098047,1.8203743143447841,21,10,8,31,0.5190548763162651,23.890158749468714,351.2039164066732,1.6011755279476945,21,31,22,12
SF,0.6125368236820161,21.18123263096482,329.7256856907398,1.2274439207298484,10,18,22,9,0.37325724886216344,20.2858057230313,323.1181814443657,1.5899403974930721,10,10,7,17,0.6316010828089427,26.292445174750146,347.67528983552734,1.3554074673141534,1,1,17,6,0.37027450723126476,20.91322528868077,350.15587258216783,2.03508877720776,1,2,20,1
KC,0.43787376535356726,15.71102592471094,319.55583744631826,1.0761879558796141,18,30,26,4,0.547373268880497,19.749100886931117,339.737172548055,1.517550220274245,18,8,13,20,0.4449651892838293,21.931991858891344,355.3525711102955,1.7408973296990244,27,23,7,28,0.5574074909526981,23.29537414651294,347.23504751632044,1.4734826581471678,27,25,16,21
SD,0.35547115619069886,21.74690163813938,308.94211292667467,1.2466562623231439,26,17,28,10,0.6302186839863531,26.114622773384305,391.11436105316307,1.1750559079531944,26,28,31,26,0.46003978065117423,20.548152934440495,336.7206033287599,1.5430972285871332,23,30,28,17,0.5419400417561607,23.586072629609315,336.57422493055986,1.568790700139418,23,28,4,14
DEN,0.8350281421092723,33.872686027135,424.77804832496895,1.4609382605056347,1,1,1,15,0.15043104866984963,18.117026189063345,312.6442071902754,1.7542662161183114,1,4,2,10,0.38730466427772214,22.69623050186229,345.81150231539834,1.5348341734290447,32,16,20,16,0.6148558594137472,23.362968448732666,355.5011929428629,1.4579784954481423,32,27,28,23
OAK,0.28245922569796755,16.786363047800634,345.8861835443596,1.4176959896934056,29,28,14,12,0.703103828575208,22.149038866655978,331.98569335538514,1.0759621323758346,29,16,11,29,0.4675218544676545,22.692847967993046,350.4389041792763,1.4826537819268855,22,17,12,11,0.5345847538435567,23.639821806564438,344.3015004231524,1.4651860107425727,22,29,13,22
