all Averages:
winloss = 0.5
pts = 22.953125
yards = 350.345703125
to = 1.58984375
home Averages:
winloss = 0.568359375
pts = 24.10546875
yards = 351.3671875
to = 1.55078125
away Averages:
winloss = 0.431640625
pts = 21.80078125
yards = 349.32421875
to = 1.62890625
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
SEA,0.5391290918904662,21.762285063914952,331.5069936805727,1.3169479522740488,12,19,21,11,0.44789082097748545,17.991725566805812,319.83281208272626,1.6234564608897628,12,2,5,15,0.5077412678424198,22.67331027191331,353.5085255478735,1.6216673925175173,12,18,13,19,0.49412830663503104,23.178364539570968,349.4667063778608,1.4871779648942949,12,19,14,25
PHI,0.2503973812215503,18.906999128340082,330.8111742776931,2.3841653719533884,30,27,22,31,0.7370637558328994,24.62875907769122,331.7313572168889,1.2338595920024071,30,23,10,24,0.5521753103469071,24.553511286575237,366.58008191707086,1.0759768169663615,7,4,1,1,0.44925303994404575,21.298512965398707,357.0870885314007,1.5478668707022267,7,3,26,19
WAS,0.47674287139897725,26.25833392831735,391.1285164816794,1.0925268853578727,15,8,6,6,0.5101770932187961,24.018609771280012,362.44163706697657,1.7692208809802297,15,21,20,11,0.4960039585521293,22.944644581620153,362.1165403974837,1.6911077730414106,16,16,4,24,0.5059655641755001,22.41236556265136,334.64664736414284,1.4596606252684041,16,10,3,27
NYJ,0.4280265373249205,21.577079652613104,322.08348095445285,2.0246641569788113,19,20,26,27,0.5590646998147644,25.121748901275716,333.81630937348734,1.9528994016026682,19,24,12,7,0.5809778162549029,24.451843342949054,362.2778050767788,1.4561452574367968,4,5,3,9,0.4208204339508146,21.21696937930903,349.5013427293091,1.7123548591724116,4,2,15,7
MIN,0.43114085305350036,22.614752516295805,337.1632019457629,1.6698697859657474,18,16,19,18,0.5559637173174447,26.30263170668828,366.2247566639205,1.2903124612012504,18,28,21,21,0.49686101241782604,21.810357358688854,330.82733531643464,1.6536033016178824,15,26,32,23,0.5049687297869606,22.45965330273639,346.4462067507277,1.7979293724026064,15,11,9,3
DEN,0.626896076741247,26.90106415909105,394.1590764510386,2.01311459679355,8,6,5,26,0.3603756728097046,21.254641153584416,300.71841029146213,1.448421123662349,8,8,3,20,0.34157124352931095,20.3250514663728,350.4270486944863,1.779104328150127,32,32,18,28,0.6600464942651401,23.439234193498116,345.5314444921078,1.3189202289363333,32,22,8,31
CLE,0.2887388252564889,17.692374125020088,318.89588260208626,1.5685336336241642,29,30,28,15,0.6984511263493871,21.678796913801676,330.3259505041976,2.0147764103772,29,9,9,5,0.49320667508603633,22.433151220044746,357.92683652876764,1.914303439621853,18,20,8,31,0.5084928606534902,23.358910948681597,332.29240102562096,1.3130376636882988,18,20,1,32
BAL,0.8543826788328909,26.961580071485688,366.09401669193136,0.7954189661066919,1,5,9,2,0.1326556646170841,20.610330506551087,361.07505585749425,1.5946993052790512,1,6,19,17,0.48220167304966466,21.32532298129817,346.71108162341187,1.646822206891207,21,28,22,21,0.5196942960760922,22.558394763263415,338.1953881266758,1.4978173521479543,21,12,4,21
PIT,0.4988156152176292,18.59765603042042,326.7647831783089,2.377479588880701,13,28,24,30,0.4884118247998971,19.34733221029576,266.2306116419543,0.7056211366396457,13,4,1,31,0.45760820675613045,20.371855410452593,333.51231296784897,1.7481718792668874,26,31,30,27,0.5440538405717459,23.401103201978017,352.7364647589144,1.7053965235917568,26,21,19,8
CIN,0.47450678754483444,24.13230987805854,362.39553815760485,1.250433043463914,16,14,11,10,0.5121072842297187,21.791289765879217,323.46580775841227,1.2014037739652492,16,10,6,26,0.36570145724851094,20.429844504794584,339.0892392912452,2.0755522679809135,31,30,24,32,0.6366187835526675,24.732958058713173,351.3495000038571,1.6755989451525237,31,30,18,11
