all Averages:
winloss = 0.5
pts = 22.84765625
yards = 350.1328125
to = 1.5859375
home Averages:
winloss = 0.576171875
pts = 24.05859375
yards = 350.9765625
to = 1.5390625
away Averages:
winloss = 0.423828125
pts = 21.63671875
yards = 349.2890625
to = 1.6328125
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
IND,0.6380634196271313,20.68897178829068,341.30446267222214,1.9377764100559411,10,19,18,24,0.3473037409015786,23.975892094388236,362.7726861005284,0.8922011350051442,10,20,23,30,0.4803444413255539,24.06808195413661,357.96531237758154,1.5509427508051066,22,5,9,13,0.5219081126163276,25.03627507906393,367.8207433956816,1.502404046712438,22,30,31,25
HOU,0.7755687912571017,23.895489912024303,371.89673891582913,0.9937001429085048,3,13,7,5,0.20977668313474118,21.87285297308658,351.00031829658894,1.7245943499460834,3,12,18,14,0.5241667485693124,23.75537175510271,349.19121266262835,1.7333293922563295,13,10,16,25,0.4781074915094361,25.48632840847429,374.35475980356705,1.5527154251239281,13,32,32,21
SEA,0.6956227126725589,32.22519027468809,402.1317937519385,0.7279277482959695,7,2,4,1,0.2890153704486185,16.382273746604408,326.055346039322,2.4416811352958536,7,2,7,2,0.45445233025295323,21.2296055339499,326.64508046594506,1.757015448683927,27,32,32,29,0.5485792492102564,22.216978020786648,337.498812108077,1.8509124305059275,27,10,6,1
SF,0.7974546053651308,27.151969254552156,347.854621873411,0.8448848925658108,1,5,16,2,0.1884977399028874,15.171015787977538,317.6137384640772,1.7358753695637237,1,1,5,13,0.5376071051993769,24.97309287697869,341.4915070045953,1.5456895809002558,11,2,25,12,0.46411021211699177,22.246363540979267,354.66334220223007,1.673908976745533,11,11,21,9
KC,0.17055901494362585,12.665568021995274,297.2255031726618,1.6385448738196,32,32,31,20,0.814708669353158,23.329030248342846,353.1021424173679,0.8428745726403926,32,18,20,31,0.4625911777990599,22.074782102536687,353.8961684689176,1.5737152371594632,24,23,13,18,0.5397608523747477,22.82054038714471,344.2740121827707,1.5642584364802188,24,21,9,18
OAK,0.24996966288896627,16.475590095760694,348.7819062105443,1.8379394692198723,29,29,15,23,0.73605635108056,26.83550582183611,359.49168596997964,1.2816329658891266,29,30,22,23,0.4458737838305918,22.472634142542617,348.6875089457959,1.540388998055599,29,18,17,11,0.555769864784269,23.60654571983998,356.01416797494284,1.5119551049965274,28,26,25,24
TEN,0.4421362307793494,20.26514000108845,327.6702147293322,1.946992259717077,17,21,24,25,0.5432134250213069,25.51384218809871,345.82009180266994,1.7553138417367724,17,26,15,12,0.5596331407406077,21.553312573871853,336.3080369821358,1.7648706001783965,4,28,28,30,0.4426369179293274,22.71548795233053,359.0857868195928,1.57553835645857,4,19,27,17
JAC,0.21481919261205984,15.461866424936959,305.17263124063845,1.3520003325712167,31,31,27,11,0.7708812300555206,25.728022780014072,392.59481188992777,1.7697870307252364,31,27,31,11,0.5494921251104193,22.94244027158617,333.8007126950578,1.5107141534832618,8,14,30,9,0.45242716669259175,22.700069058911396,345.7513861690347,1.6491653575407055,8,18,11,11
CIN,0.5040277156702409,24.251984108454522,336.20055006309667,1.5418172772918943,16,11,19,17,0.4814015639376045,19.26357097734945,310.45462095976177,1.9271764289072717,16,6,3,7,0.3924971744009374,21.260667972525003,334.2121332505528,1.8509805566361708,31,31,29,32,0.6097432085756042,24.27909090121499,353.18655368229383,1.5624053345542712,31,27,19,19
ARI,0.3395757940216701,16.69903225634172,270.1429395387664,2.5335564275863067,24,28,32,31,0.6467085848016666,24.210562707146067,346.05250580685987,2.354964979611326,24,23,16,3,0.5575326939970064,23.210626434000815,356.4595077881196,1.5962465930456546,5,12,10,19,0.4438026416502482,22.14582604263644,330.13718054043727,1.6568451969759104,5,8,2,10
