all Averages:
winloss = 0.5
pts = 22.509765625
yards = 348.12890625
to = 1.572265625
home Averages:
winloss = 0.564453125
pts = 23.484375
yards = 349.2734375
to = 1.5390625
away Averages:
winloss = 0.435546875
pts = 21.53515625
yards = 346.984375
to = 1.60546875
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
CAR,0.4194299878389225,22.220236418205893,332.88336285179275,1.1521887715892642,21,17,22,6,0.5682247908149969,19.33996465459933,338.96632786861676,1.5257648126582264,21,9,14,15,0.47925293807409053,23.614753470743842,353.53437737834093,1.5004268083632737,23,8,7,11,0.5226166570547982,22.560727957428014,362.40324437250337,1.6717965317110393,23,15,31,7
NYG,0.39428305549357645,25.687132422365508,351.98351541283677,2.416004079884653,24,8,14,30,0.5937141246812544,24.584276570407813,369.5427021806282,1.5281689420642097,24,23,23,14,0.5393614307636088,24.679813962018784,366.32844518844377,1.5202359412650766,5,4,4,12,0.4622080266329648,23.025975463160577,352.5881800950085,1.4303262870770137,5,23,21,25
CHI,0.6307447141300346,23.143847804859387,333.37455585041425,1.5340742519099102,9,14,21,18,0.35749330235424054,20.97175434736902,320.5668564319857,2.3201085437413482,9,11,7,3,0.44888073726065114,22.74185221574015,353.13007466776617,1.8969460337489235,26,14,9,32,0.5524478838264779,23.222158277442993,351.76394899008625,1.584437645991168,26,25,19,11
STL,0.4445195583361612,21.493673678605248,353.12999826447367,1.0743193547591046,17,20,12,5,0.543197854819376,22.525936505105424,372.790686769138,1.1884200876535642,17,17,26,27,0.4949104631511294,23.592775777692054,334.92222403729437,1.536697485971376,17,9,27,16,0.5068964974761414,21.533120752710644,347.65360598602336,1.9395516529484444,17,5,15,2
IND,0.6004506173627759,21.670797024021766,337.6779062401953,1.376664887616855,11,19,19,12,0.3876804081798368,24.167546958865387,409.0023711071383,1.499379272184064,11,22,32,17,0.4724063238520203,20.93816996275858,338.41767691567173,1.4544102658107398,24,26,22,10,0.5290292881767711,23.082804533589872,358.9142635521903,1.3692869295702317,24,24,28,28
JAC,0.0807798883893093,12.901728333026364,298.30066540984353,1.64601832293391,32,32,30,22,0.906952588023604,27.818805638992217,351.1024261683157,1.2458667360221924,32,31,18,24,0.4921335888180609,20.746671827461626,335.5552000701988,1.527854606256089,18,27,26,14,0.5096583085518338,22.752955481348042,349.3567310946663,1.5663861934180994,18,18,17,13
OAK,0.2635612572008102,15.948658570474453,331.0792620495491,1.6365012321475652,29,27,23,21,0.7245095595425439,23.034858081368462,319.01245570183914,0.9516200605647187,29,19,5,32,0.4318133134454671,20.24246229704469,329.9447144266118,1.4252424854995467,29,31,28,6,0.5696402435939869,23.88969914303236,353.7905995103185,1.4671806732090253,29,30,25,22
PIT,0.32250840023904637,15.761561562169792,296.7638546539541,2.1855134628509143,26,28,31,28,0.6655507824461737,18.70301434421732,315.6828221450728,1.185990678392009,26,7,3,28,0.5018855235967683,22.749434473564087,336.4360041786529,1.5681063143673664,15,13,24,18,0.4995796675008196,24.009506283766104,347.416275295366,1.5427407254340846,15,31,14,16
BAL,0.4834636742364352,24.026266585579947,383.3840242883977,1.3727231094954289,16,12,7,11,0.5041172117031293,23.87082696567489,329.07427557559697,0.9559728796373715,16,20,10,31,0.48861068913466454,22.262879967565276,352.63887307438824,1.6235086731984314,20,18,11,22,0.513332798708579,21.26687197014502,323.22852810430703,1.370251857101533,20,3,1,27
NE,0.7856883293605492,29.151051768297556,394.776347283874,1.5737657740887245,3,4,5,19,0.2018695914210099,21.408351322969985,375.6491767761811,2.3222181421206924,3,12,28,2,0.4358980138498303,18.720450260699337,317.5388959912149,1.825584508774749,28,32,32,31,0.5660684391514186,21.748706174755483,345.3458635046743,1.3354531470747375,28,7,12,30
