all Averages:
winloss = 0.5
pts = 22.865234375
yards = 351.06640625
to = 1.61328125
home Averages:
winloss = 0.572265625
pts = 23.984375
yards = 351.7265625
to = 1.57421875
away Averages:
winloss = 0.427734375
pts = 21.74609375
yards = 350.40625
to = 1.65234375
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
PIT,0.6266305170377513,18.660777761961317,327.32925646868546,2.3250815422838933,10,26,26,32,0.35972898190376046,17.392477989828425,263.407684813577,0.9544496107195055,10,2,1,30,0.5043505011491679,22.164283272314975,344.13522983049154,1.6659078705795425,16,22,23,19,0.4975919874893795,23.551176526273572,357.4650068422012,1.708792207488314,16,23,23,8
CLE,0.38998395237737127,16.808450126575988,332.75725166408114,1.728477861648432,22,30,23,18,0.5964493946003816,20.902174323682214,342.062384318473,1.985358029407295,22,10,14,7,0.44308870884909035,21.926749155840888,354.77338672634073,1.943573263946003,29,25,10,30,0.558779931753216,24.51561523290997,341.1139576661277,1.2937880263671047,28,30,8,32
CAR,0.21464317512682218,19.664063491337235,344.38609198567474,1.1376395046342185,30,23,19,8,0.7714799353331504,24.525653347734817,352.28561712645126,1.4575410719471238,30,23,18,18,0.4577126429210966,23.17240166262178,352.11422467990076,1.8196034956598552,25,13,13,28,0.5444188475269278,23.86392309938538,349.5280782698443,1.6457010103772118,25,26,16,13
ATL,0.8308657465922215,24.969629766118402,360.6505282286457,1.797484972121238,1,10,13,21,0.15507607087156425,18.809783901131333,339.10320881576354,2.0431683341676967,1,4,11,6,0.49201379382132915,23.995019184450616,363.5595209803573,1.4237643431576443,19,4,5,4,0.510298989622882,23.18280997134174,370.85147061288706,1.471746660366248,19,19,30,26
TEN,0.32311520084283707,19.66186936870236,322.2320679633244,2.1867543775451193,25,24,27,31,0.6632468489843328,27.59831927184213,373.26874931477,1.0984956490848372,25,30,27,27,0.498108448892565,21.954587167074546,339.6949306964153,1.7700277300119176,17,24,27,25,0.5037841021882621,23.861826136194765,371.1706910737149,1.7494861551410192,17,25,31,6
NO,0.6151033116159026,27.726605897703756,404.3725944531001,1.7426276630168585,11,3,3,20,0.37135940337476636,23.421212333226876,398.3850548079754,1.4928545826182436,11,20,30,16,0.6453410618689064,24.441411708051437,358.1287628527075,1.5745586658914794,1,3,8,15,0.3564508240484216,20.942465642604617,333.213666997925,1.6744094396309464,1,2,2,11
BAL,0.7108236457171951,24.724622659279696,362.958299482886,1.0293658627182327,4,11,12,4,0.2757077602724754,21.0489108305322,363.05515942336024,1.4849954591944674,4,12,20,17,0.4866797046020639,21.20098856010111,343.03917395435917,1.9678001018312758,20,29,24,31,0.5150434903162626,22.253151814701248,325.5336829644725,1.470822222148252,20,8,1,27
IND,0.6645500757427516,20.994714204675617,369.0410887058963,2.0671070783721808,8,19,9,27,0.3216972628718394,24.609258412111732,361.8514925364924,0.6996395909625845,8,24,19,32,0.4372374196338082,23.055737053836665,353.90767330401536,1.7345741932409018,30,15,11,23,0.564769842659598,25.050029513849967,374.7077312185566,1.531956567549884,30,32,32,23
DAL,0.49884953710493507,26.33062103557647,373.98330958282975,1.3432860389623995,16,5,7,12,0.4878224016776369,26.39854873781347,368.7915944887329,1.0520903090698734,16,27,23,28,0.4707117985448884,22.047152421141636,350.79614349226904,1.6897728611682532,23,23,16,20,0.5308708635805366,22.565792911808536,349.46495914154525,1.614622589696408,23,10,15,15
NYG,0.5144141808050288,25.516349724983627,364.7441901740092,1.2746615536937353,15,9,11,11,0.47184048015721447,18.987388380204997,342.1836396879905,2.405608432457889,15,5,15,3,0.4827189974076419,23.850395942904814,366.1321033467856,1.463301685974629,21,5,4,7,0.5192809425381119,22.782924517145496,345.9521768783515,1.5987193046124466,21,15,12,17
DEN,0.6704451050130319,26.329903256021797,377.18660981867214,1.859116960973257,7,6,6,23,0.31642511041345867,20.889072293923746,298.9861487361598,1.2749225861693927,7,9,3,25,0.36217335460194383,21.167904127945036,353.07564541720865,1.87781828544693,32,30,12,29,0.6392584175516249,24.02567616370725,350.85936042323726,1.4237929433182819,32,28,17,29
CHI,0.46540348325358605,22.434124131439525,287.4514770356743,1.9086519301699059,18,17,32,24,0.520738860860297,20.026090261496314,339.9459309359474,2.466531966147569,18,7,12,2,0.45177429378529343,21.85830586420004,344.6219165101121,1.433189766590159,26,26,22,6,0.5503379630088205,23.179626286310906,364.1757320031512,1.367398700133123,26,18,27,30
JAC,0.2790653782343906,18.228370561674595,297.2785235640676,1.5864147311416492,27,28,29,14,0.7074227447646261,27.24969732635922,403.79918630184295,1.8749088107932317,27,29,32,10,0.541214824272712,23.81906961106751,342.4492147200817,1.5626006741099756,5,6,25,14,0.46055165363626827,23.78238159463362,354.91698166465585,1.6505405050159208,5,24,20,12
TB,0.4477866252679688,27.798201573872447,370.38802541579685,1.1996131056215373,21,2,8,9,0.538852348103317,24.807605066430547,369.7556945457605,1.8419790583217717,21,26,24,11,0.5092525222577726,23.62453635361427,366.28133949194864,1.4972676219751153,13,7,3,9,0.49241049195100106,22.0705217696767,337.78962213864753,1.5238090863116,13,6,5,24
ARI,0.2566711639422374,14.965433029201897,293.0921304016829,1.730346118966203,28,32,31,19,0.730176470086204,20.978627022555862,332.23997492030156,2.247196840476679,28,11,8,4,0.5540078012025591,22.532640908038307,349.22958165677113,1.651239068690808,3,20,17,18,0.447446552349059,22.59658712668665,339.3541346497509,1.7065243657548494,3,12,7,9
