all Averages:
winloss = 0.5
pts = 22.43190661478599
yards = 348.011673151751
to = 1.6089494163424125
home Averages:
winloss = 0.5719844357976653
pts = 23.80933852140078
yards = 350.4824902723735
to = 1.5525291828793775
away Averages:
winloss = 0.4280155642023346
pts = 21.054474708171206
yards = 345.5408560311284
to = 1.6653696498054475
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 257
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
SEA,0.6662983699259396,19.35197304867978,303.4258628112059,1.4093539936616724,7,25,31,11,0.3197582262422092,14.434081450149566,299.9569858447811,1.8798174025633614,7,2,3,9,0.6024402231916213,24.204360619945344,365.0570505648894,1.29199771097212,2,3,5,3,0.3996898647139879,21.199608939632377,349.39879848048815,1.6273555218382627,2,5,19,15
CIN,0.24118027893857574,21.624694940001113,343.71569586910937,2.212100005969559,29,19,16,28,0.7449725563665942,26.394270674562186,361.8255253447985,1.1208443834495199,29,28,19,28,0.3577789632028372,20.215568577415432,331.9106971625238,1.8739557533980882,32,31,29,30,0.6442548855657506,22.78576887376206,341.65605239102774,1.4428306191036029,32,18,5,28
PHI,0.5880166026032992,21.785239171209692,365.7893415012961,2.431319461963943,12,18,9,31,0.3986722423366586,17.60642955790796,319.9586022184062,1.5736171925443387,12,4,7,19,0.6115844940687465,24.572648455618292,362.4346967333311,1.248864148034907,1,2,6,1,0.3900741661294092,20.48500451700881,343.8922639076639,1.6154828117173246,1,1,10,17
DAL,0.39720206522433255,19.284251687303602,355.1197566823054,1.7333987912067594,22,26,13,16,0.588946911350545,23.30057803943715,342.20066209905076,0.9052327660368777,22,21,14,31,0.4475866987667917,21.56810495378957,333.5749258099373,1.8873321155980258,25,26,28,31,0.5546118297964444,22.94560807380406,354.4900656739191,1.7282622407082364,25,22,26,8
PIT,0.605035739297724,21.923680537097322,380.165088999562,1.3858817232915808,11,17,7,10,0.38107983968588555,18.808845098119555,280.59306724202906,0.9429025537999793,11,7,2,30,0.42911451130204914,20.079796724365977,335.8937004547056,1.903045785922185,29,32,26,32,0.5732310336286863,22.477132649521174,341.4123064468961,1.4664195449150004,29,11,4,27
NE,0.6825074668889934,31.976242028165235,438.61430283942684,1.0621158976830256,6,1,1,5,0.3037595323460559,23.092667491572797,398.7653414871188,2.4419316772965614,6,18,30,2,0.5307555752541943,22.501191688865305,336.2150280292846,1.7409645751579912,14,16,25,25,0.471164109584514,21.972357151485667,341.3101971801571,1.6075946907165082,14,7,3,18
DEN,0.5423300620108811,25.33004007594125,374.5262867630506,1.9517157885535608,14,6,8,24,0.4439718611020156,22.591744079061954,323.212229107373,1.5380584776972197,14,13,8,22,0.5147760896267577,22.325404273703555,361.2277122329108,1.702592058841954,16,20,7,22,0.48722229011033463,22.51543851576104,343.39297851316667,1.6798091395619505,16,12,8,9
DET,0.47511274369194967,24.285758653248465,407.55509588946325,1.7398247130955884,18,9,3,17,0.511683056736301,23.057196851728087,343.249916214986,1.5708392884573223,18,16,15,20,0.5416306792650908,22.822631660103262,341.6414689872318,1.3912222042324096,7,14,22,7,0.46014865872510125,21.917900674711255,342.35638693603534,1.7327160847188388,7,6,6,6
SF,0.7506803359394906,21.529946737038497,353.90604214018913,0.8719046913856284,3,20,14,1,0.2352913865154576,12.651343197247595,277.7391080214726,1.7052284015732555,3,1,1,13,0.5380322516363327,23.34100639634253,344.6698079225216,1.7945393294055025,11,10,18,27,0.464182709982477,23.05126989505792,345.0886661172175,1.7840285173634431,11,23,13,4
CLE,0.23713560636337344,18.065224419948894,321.4972063692519,1.7923822127085285,30,27,27,20,0.7492235576638311,23.059406022091153,377.6009655903847,1.732872540670079,30,17,25,12,0.5385242219332821,22.207893063153232,360.7683724128618,1.8312364733997821,9,22,8,28,0.46338384843471137,23.404335905841677,336.2485368147933,1.345215289993952,9,26,1,32
NYG,0.7532582076256487,28.242437833526882,402.27708648870697,1.245061932231434,2,4,4,6,0.23330699412864114,18.803114281532302,351.420205589611,2.4056266597483806,2,6,16,3,0.5450576890955542,23.716191934371764,376.53978429208325,1.6473957757758002,5,9,1,20,0.4565637932239137,22.040029167581192,349.05505933676125,1.672827004321738,5,8,18,10
MIA,0.5345728263758922,20.91672886410976,328.3502452313663,1.7599649431908575,15,22,25,18,0.45182912584756973,20.037482478677227,373.2264255012941,1.667859336307957,15,9,23,15,0.48099876532210406,21.181173225978064,330.75737152280124,1.598353663303707,19,29,31,15,0.5208995853044233,22.07041509125372,343.1051260601679,1.6528955635213352,19,9,7,11
CAR,0.27000797859360104,20.366395077235836,347.1266981478736,1.8400505389620556,28,23,15,21,0.7160353765393879,23.65235905149612,364.5099731851779,1.4130303531199204,28,23,20,25,0.5401192285547418,23.22029715544885,356.3937313113424,1.5764948015431504,8,11,11,13,0.4622985402266142,22.46391401800976,339.52189642485564,1.5277299050042794,8,10,2,23
MIN,0.5106901920218643,22.540349752380976,333.9754508954105,1.9012780558198155,17,14,22,23,0.4756025880529029,22.99568216150005,340.30980282922883,1.538763557126713,17,15,13,21,0.4437567683462217,21.24226301270547,340.2131023372815,1.5815329868859904,26,28,23,14,0.5582507544290004,23.198688658311106,345.90093392164385,1.5299784789121664,26,24,14,22
