all Averages:
winloss = 0.5
pts = 22.43359375
yards = 346.71875
to = 1.5625
home Averages:
winloss = 0.56640625
pts = 24.09375
yards = 353.33984375
to = 1.46875
away Averages:
winloss = 0.43359375
pts = 20.7734375
yards = 340.09765625
to = 1.65625
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 256
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
JAC,0.3350622422775207,18.01758313124285,276.2021897918835,1.0985396393642763,27,27,30,5,0.6519733953224927,23.003598808900072,369.29500540453944,1.6197495071861585,27,18,21,16,0.436252540924302,20.9891828774399,337.5832339409386,1.6241230626107408,29,30,23,23,0.56591875203979,22.48836120379108,340.7170476076212,1.575281132483393,29,14,11,14
NO,0.4984795467880424,30.413060643861954,439.1431481823649,1.3870772709273793,15,2,1,11,0.48844975483510095,25.156908597330904,397.17056121087614,1.1912417896412988,15,22,32,24,0.49676680027783515,22.41277588656788,353.00687193671035,1.6111532715304229,16,17,11,22,0.5055108286631269,22.83628935337518,341.622770809578,1.6541602202889059,16,22,12,11
OAK,0.4616981739115977,21.325400375081678,370.0068779198365,1.6828968888503035,21,23,8,19,0.525386945623795,28.32388492206279,392.9684640684413,1.3531264572627855,21,32,31,21,0.5587068318853428,22.49884508275965,347.78101439860967,1.4448824179382829,5,15,13,8,0.4434585236528327,21.663853469303803,340.44069885325996,1.5028781654019467,5,6,10,18
NE,0.6100165409541024,30.468270470260627,407.73342319817687,0.8521598374108517,9,1,3,3,0.37740094132190033,22.69886509642227,389.29071754290004,1.8107467514021354,9,16,30,12,0.48582275058357094,21.221779968246484,334.41847404434645,1.8478704463836357,20,28,26,30,0.5159666977045316,22.78355366245755,342.0941042913586,1.3428915513985853,20,20,13,28
GB,0.6327071808049508,28.01433600987873,364.9271655812913,0.7729715243596392,7,5,10,2,0.3544944859790034,22.86219636783366,369.7890891335711,2.0540363910711203,7,17,22,4,0.5300932377387371,20.994443985265804,333.70504002408563,1.3999634819680855,13,29,27,6,0.4719555705508766,20.96286650770889,338.9291060594551,1.6768986049804302,13,4,6,8
DEN,0.4472267601582147,21.82442059131043,348.35667709350344,1.7452438836590998,22,20,18,20,0.5398029150237567,24.393751170741947,337.1483122535883,1.0220355335530034,22,20,13,28,0.5520560464957202,23.364912258248516,359.28385063970484,1.5707792560012521,7,8,7,18,0.4501212088864136,21.71908643639626,330.7835426251629,1.7550047391963957,7,8,3,6
CHI,0.4914586990460854,19.6206772092905,272.6714258651991,1.938665027150242,17,25,31,27,0.4959585740052819,18.68742827827132,310.8763379520862,2.226852753436034,17,6,5,2,0.4758851149043518,23.117332399513355,339.66734682792776,1.5368706177836475,22,12,21,15,0.5259045426083861,23.514071604870992,362.9479992199823,1.8880453375901438,22,26,32,3
CAR,0.4211763545849526,21.875584338317626,350.4150392703333,1.9708939893483413,24,19,17,29,0.5666711575178307,25.19918127145811,368.75367861014456,1.2300288683442129,24,23,20,23,0.5401595895399234,23.732728834238223,365.2925584378999,1.606141810044588,10,6,3,21,0.46119982892139866,22.603137999194637,356.0397829858315,1.4832191748601409,10,17,23,22
PHI,0.6858560032320574,23.47347705418401,395.5505814991957,2.8648695018108685,5,12,5,32,0.30140178665740114,19.979359839253203,318.3249824965051,1.8984783322876684,5,9,7,10,0.5474765660795831,22.142033449088203,333.1560427551882,1.3222499140648285,8,18,29,3,0.45447257459506385,20.833442338130546,342.6696577460659,1.5649232788471832,8,3,14,15
SF,0.7911455734063758,21.90179025969469,318.6152050407993,0.6631023481040698,2,18,25,1,0.19598156043443052,14.881698124758216,301.4540952297052,1.952153893138401,2,1,4,8,0.5377921741456411,23.82444309806175,354.47332580659383,1.6583980790742663,12,5,10,25,0.46433116708712074,23.687392181760444,358.91621433787896,1.7783006701841857,12,27,28,5
BAL,0.7259272103755758,25.490822920527766,353.06219288697986,1.3108168438212173,4,8,16,7,0.2619058053034294,18.345801356093414,330.2369320356007,1.4782286256238535,4,5,12,17,0.543380099257621,24.193448674478503,360.0127171282978,1.5040763998457674,9,4,6,12,0.45803736013694174,22.122221705213597,359.04809712908616,1.4689979979601833,9,11,29,23
