all Averages:
winloss = 0.5
pts = 22.88953488372093
yards = 345.5717054263566
to = 1.573643410852713
home Averages:
winloss = 0.5833333333333334
pts = 24.503875968992247
yards = 353.0813953488372
to = 1.4806201550387597
away Averages:
winloss = 0.4166666666666667
pts = 21.275193798449614
yards = 338.06201550387595
to = 1.6666666666666667
EMA Analyser with alpha = 0.1594692862154749 (N = 11.541599999999999, hl = 3.9999999999999996)
Number of games: 258
-----------------------------------------------------------------------------------------------------
Average home/away
team,off.winloss,off.pts,off.yards,off.to,off.rankOfwinloss,off.rankOfpts,off.rankOfyards,off.rankOfto,def.winloss,def.pts,def.yards,def.to,def.rankOfwinloss,def.rankOfpts,def.rankOfyards,def.rankOfto,oppoff.winloss,oppoff.pts,oppoff.yards,oppoff.to,oppoff.rankOfwinloss,oppoff.rankOfpts,oppoff.rankOfyards,oppoff.rankOfto,oppdef.winloss,oppdef.pts,oppdef.yards,oppdef.to,oppdef.rankOfwinloss,oppdef.rankOfpts,oppdef.rankOfyards,oppdef.rankOfto
SD,0.5420552363244497,22.57400286298764,366.4523465341333,1.2586711953054022,12,16,6,10,0.44209312922986227,22.570207175878714,366.32994991250075,0.897211667869506,12,17,26,31,0.4441287549716394,19.498619245472376,323.4765885048788,1.630751736729236,26,32,31,19,0.5581786354760634,22.857549424148814,342.61171286795815,1.5233838742644668,26,14,11,25
KC,0.6992256253733832,18.98260773220767,324.7891447484744,1.0889588330865536,8,27,20,3,0.28505569087802535,18.181815186260884,335.5005123766035,1.8080361268712115,8,4,15,13,0.42921737491033235,21.086250490038452,343.1352127364194,1.8038399208439366,28,29,21,28,0.572825533193916,24.381307069812483,338.51020482288004,1.5384200335675233,28,29,5,23
ATL,0.3474150821457455,24.48224262664897,348.8378499656872,1.4959341125515282,26,14,11,16,0.6366931028841141,25.74508463943062,366.6770256341239,1.0359193237012996,26,26,28,29,0.4851392283203043,21.55691888899952,341.11225106689983,1.6623410673873416,21,26,22,23,0.517262986742157,21.829195398190414,345.99791562199,1.6595916592785918,21,9,16,8
DAL,0.48608157494637527,27.50240931766745,320.83711932672816,1.1540558887844299,14,4,25,6,0.4975798825161972,22.51511055164476,404.1946887802809,2.0399675154378967,14,16,32,4,0.4979208705065018,24.490439453571547,372.7962294412947,1.6331159254094334,20,5,1,20,0.5047418963865824,23.797832628553593,362.9012503574079,1.6211685485487612,20,25,31,13
OAK,0.4013340002611342,18.082506036877106,307.22794828884344,1.8984061111091803,18,30,29,24,0.5827824079622125,22.48052347821041,314.35005870656767,1.559283481941028,18,15,7,15,0.5424685131202591,23.03555259103494,355.87455934425094,1.5600647093468882,6,15,8,15,0.45992547874871503,22.086867763921738,347.74808672027245,1.3700557605693326,6,10,19,30
TB,0.15127617029146012,16.515608441345268,323.8195721821237,1.582895773935421,31,31,21,17,0.8331329807736717,24.332007337923258,327.1171232178003,1.3178121262433313,31,21,11,22,0.5332775396423015,23.98371895235706,357.8441657019516,1.4289157955641962,10,6,5,6,0.46876906529458146,22.676042934607487,344.7778716434578,1.5774243968116366,10,13,14,19
HOU,0.3346645546075969,18.54783640064847,366.04562571569005,2.1917431013466575,28,29,7,30,0.6489253893126429,27.069622347213553,305.04767688418247,1.2565563342453108,28,29,2,24,0.5618482635355214,22.188373758845216,334.1184080685021,1.3019934525673524,4,24,28,1,0.4410721926365596,21.696883257552603,348.5776527130936,1.5310466808473926,4,6,20,24
BUF,0.38885943823802926,22.555673391301912,331.4350152701614,1.771062301858497,22,17,16,21,0.5951179299155791,25.305016089561768,363.28525578154574,1.7151293030592014,22,24,24,14,0.5339105203341858,23.619664608272082,350.75326309732657,1.452130023903919,9,9,12,10,0.4684363358678626,21.484488525144485,343.14362622887586,1.6362801285407798,9,2,13,11
CIN,0.818049002773354,25.243959827754963,353.0384301606409,1.2769279268240952,2,10,9,12,0.16583541332195822,16.72331453989787,314.21317100797216,1.3196452857791547,2,2,6,21,0.5152620188774941,23.21746593579353,348.8137915042561,1.8529714734366878,16,14,14,30,0.4871777893828503,23.688937028953028,353.88349708723104,1.705843927530987,16,23,23,5
DEN,0.8153580623590324,36.43380168427141,420.1939621941126,2.050345661999585,3,1,2,29,0.16847527008878585,23.348188269868363,338.139279471526,2.1957381660755684,3,18,17,3,0.49943799080084994,24.56797502746847,353.6572522829987,1.438856730634408,19,4,10,7,0.5030529011069886,24.868594192002895,361.6374517933933,1.6113777689927744,19,31,30,14
IND,0.7442465655446605,25.777079618782547,325.1735153712235,1.0638351170807077,5,9,19,2,0.2401256402767692,20.13377349366695,366.49361238439326,1.9996705117083446,5,5,27,6,0.5589488417359989,23.506212540921574,347.8156937116827,1.3239061109627777,5,11,16,2,0.44313470844458613,23.06622283629706,357.7095132252578,1.5938269269763126,5,16,26,18
MIA,0.337497020433204,19.104819351716642,296.0118822292342,1.8169449811313436,27,25,32,22,0.6464756385667589,21.39029018261197,332.1104752264225,1.4499283077481029,27,11,14,17,0.5109099184512031,24.87512033040494,358.8060491323618,1.4413246054279654,17,3,4,8,0.4915731785508486,23.58257615073566,358.09735050208764,1.714582472499002,17,22,27,4
WAS,0.48459267114723936,24.901137686496604,385.30943848265713,1.8766257990734108,15,13,5,23,0.500550117248835,26.655135477798133,350.8164875813298,1.8860313622790452,15,27,19,9,0.5244065528380425,26.49406558839454,368.8505341593921,1.5591548598947997,13,1,2,14,0.47709259050456215,24.13912615895307,345.8904190657072,1.6078564786496734,13,28,15,15
CAR,0.6095110796581484,25.05455127477528,322.52934245237714,1.0051225469960192,10,12,22,1,0.3738351852990146,15.628002514628744,309.17911912737213,1.947464372993918,10,1,3,7,0.40925515370848753,22.306516362930523,335.8266059613733,1.5725419356267307,31,21,27,17,0.5939089814266705,24.091020753161843,363.164361816578,1.6024092109758108,31,27,32,17
JAC,0.14086558581704645,14.316155418569075,319.46632841209566,1.9125826407005442,32,32,27,25,0.8431828000923127,30.047929777945125,375.1368380079847,1.351525816835053,32,32,30,20,0.6067696420237583,25.144270003557722,355.2944784158037,1.457978190394746,1,2,9,11,0.39550619642253926,21.761402340655692,342.0002300123491,1.547267126692067,1,7,9,21
DET,0.5549152288164159,26.9263469376394,418.86885304490374,1.7405591712474846,11,5,3,19,0.42882182169772776,24.551770985773004,368.71077004322217,1.368357807093393,11,23,29,18,0.5347295680663126,23.70407646072332,344.9383184162979,1.4512404196093378,8,8,18,9,0.46785760577520075,21.533991968942278,343.04858036007084,1.6334793815649657,8,5,12,12
SEA,0.8393165765297547,26.5642094401247,343.08972884944296,1.0916577841850108,1,7,13,4,0.14446862536826632,16.78983937865121,313.6074414955307,2.6077598805695352,1,3,5,1,0.46593457623381385,21.25487248453922,319.7779772458473,1.4200789093625494,25,27,32,5,0.5367359778701799,23.54784337647613,347.6180276980516,1.77239329334795,25,21,18,3
MIN,0.2561609412987037,22.25105144384345,299.8522581460858,1.7701005656036741,30,18,31,20,0.7284734592608149,27.94797137577782,362.10690367916317,1.2290149707945217,30,30,23,25,0.4830185856738976,23.88358755593608,362.2656343168343,1.8975851960271923,22,7,3,31,0.5189889455052625,23.46016313184672,350.7492835717046,1.5432439652810137,22,20,21,22
NYG,0.35151794133155645,20.011326276067443,316.114532051575,2.284527452182988,25,22,28,31,0.6331763214116108,24.11519915672159,329.9965940334272,1.4630409081459135,25,19,13,16,0.41583729381499945,21.243086899889633,349.8574209988268,1.84758699235222,29,28,13,29,0.5859788435341543,23.6955003910042,354.2174459135363,1.4853634683655257,29,24,24,28
PIT,0.40360868244945314,18.64649177735114,327.02102851870586,1.9403123099922226,16,28,17,27,0.5806303283192027,20.913452505727925,301.0720518598067,1.1160625418472525,16,9,1,28,0.5277642383888511,22.564681738092183,340.0624463055143,1.659373305752502,12,20,24,22,0.47445250684450785,23.12426067727165,335.24312101986163,1.6450942211390642,12,18,3,10
GB,0.7921523349970138,30.39377217245248,420.84764645166956,1.2133968607158212,4,2,1,9,0.19211685233585396,20.78080708452951,311.2863684737644,1.2721892558501042,4,8,4,23,0.5163443440548363,22.926521175412475,343.7923928483155,1.3881299195956458,15,17,19,4,0.4860284003509748,23.081835142771965,341.6225251022092,1.3786225283162716,15,17,8,29
ARI,0.40335993744194193,19.752067725599947,303.03277089439587,2.311866529027865,17,23,30,32,0.5811682375214964,22.00731885259087,336.64877814242743,2.5845075992070083,17,13,16,2,0.47423048170038595,23.58757604372134,351.2948067342469,1.3682277891204842,24,10,11,3,0.5277517434284965,22.52303935991561,347.19907030398963,1.6801385124971984,24,12,17,7
CLE,0.36546965279833576,20.596711371752185,326.69216624790613,1.69017001456328,24,20,18,18,0.618561325795171,24.394890945563404,320.6080208949563,1.1681937481624134,24,22,9,27,0.5311262051693857,22.253640999740462,357.0887175332641,1.4962146904708584,11,22,6,13,0.4712985722391224,21.499397547208492,341.28695114999925,1.319515131414707,11,3,7,31
BAL,0.40116872973837936,21.75856066911425,352.79059465570947,1.2888779872212264,19,19,10,13,0.5833047240144685,20.618889596269945,323.98648926169824,0.9861905683736526,19,7,10,30,0.4824989843249735,22.201733914357625,347.6560453357953,1.7848534096312365,23,23,17,27,0.5195379620144995,22.99702230817832,329.98829876715047,1.5201912410614016,23,15,2,26
TEN,0.39464867458787556,22.854447330094942,322.49448029454925,1.1857737673777915,20,15,23,8,0.5898573287967235,24.150293216495378,357.43285585643173,1.8252608326292283,20,20,20,11,0.589243843884105,22.742159421173476,337.9151984484995,1.4945493204842382,2,18,26,12,0.41289208446997494,19.784265014727943,323.0102819278195,1.815978860040451,2,1,1,1
CHI,0.3808517186399358,25.230408966111185,343.8815227880674,1.3027268250390103,23,11,12,14,0.602445890773394,28.626034084807568,364.44709187205785,1.81623668017363,23,31,25,12,0.3952930113584334,21.86415107666459,357.0853150235445,2.088401529542069,32,25,7,32,0.6078651352302515,25.57345391930326,358.36176847562604,1.6482918815200058,32,32,28,9
NO,0.6934006960938098,28.4111323768292,388.20045290506835,1.1326094832321896,9,3,4,5,0.2910056151941349,21.334078965250434,358.1755911499703,2.0385240216121367,9,10,21,5,0.5027967718536204,22.99803078486515,343.6153352903757,1.5646163281143077,18,16,20,16,0.4993073169507557,23.413466961590565,359.945273001832,1.6045317521439058,18,19,29,16
PHI,0.26042310164527954,19.053578348453723,358.64210697079085,1.9400661172497868,29,26,8,26,0.7236576645185427,25.4676519385714,380.36839346977666,1.2043530836951806,29,25,31,26,0.4134924982529354,22.695826434960942,338.11420170843735,1.7427354256907157,30,19,25,24,0.5887509599388991,23.875530777263826,352.6243140640746,1.5109970108319195,30,26,22,27
NYJ,0.5380669040348613,19.114319175312115,320.8641532506768,2.0371719148427028,13,24,24,28,0.4465751331081258,26.81695269584258,317.98522138648406,0.7148262628360995,13,28,8,32,0.5776822385784615,23.23222350324404,348.2959363259846,1.6487860314452178,3,13,15,21,0.4241861243708722,21.5162843029011,342.1880333339226,1.5749356428793067,3,4,10,20
NE,0.7151633048894918,25.868405512829952,340.36681724941,1.470977492850909,6,8,14,15,0.2694776304845833,21.439231070645317,361.4750788627856,1.8415472747719062,6,12,22,10,0.5366344281595954,20.702658446559848,333.9208486245004,1.74657969827814,7,30,29,26,0.4652350365586505,21.824414226075877,341.24790065083494,1.2897334038799504,7,8,6,32
SF,0.7050568943290565,26.729418152442747,339.6303924874484,1.1559484101441104,7,6,15,7,0.27968745013173696,20.242338269914715,348.61242622069506,1.9039534850000988,7,6,18,8,0.43082942427290405,20.37091268387266,326.6519670576848,1.7465320375395668,27,31,30,25,0.5708819872683173,24.789045563802652,355.96330753318296,1.6837522324501666,27,30,25,6
